city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Waltikon,47.3667,8.5833,Switzerland,CH,Zürich,,10600,10600
Lenzburg,47.3875,8.1803,Switzerland,CH,Aargau,,10569,10569
Flawil,47.4053,9.1977,Switzerland,CH,Sankt Gallen,,10520,10520
Neuhausen am Rheinfall,47.6831,8.6167,Switzerland,CH,Schaffhausen,,10510,10510
Le Locle,47.0532,6.7482,Switzerland,CH,Neuchâtel,,10433,10433
Suhr,47.3747,8.0806,Switzerland,CH,Aargau,,10424,10424
Sarnen,46.8969,8.2469,Switzerland,CH,Obwalden,admin,10368,10368
Aesch,47.4694,7.5942,Switzerland,CH,Basel-Landschaft,,10352,10352
Birsfelden,47.5531,7.6231,Switzerland,CH,Basel-Landschaft,,10299,10299
Lutry,46.5151,6.6990,Switzerland,CH,Vaud,,10289,10289
Bernex,46.1784,6.0684,Switzerland,CH,Genève,,10233,10233
Maur,47.3417,8.6703,Switzerland,CH,Zürich,,10148,10148
Aigle,46.3173,6.9646,Switzerland,CH,Valais,,10131,10131
Naters,46.3237,7.9886,Switzerland,CH,Valais,,10073,10073
Steinhaus,47.1969,8.4861,Switzerland,CH,Luzern,,10025,10025
Therwil,47.4997,7.5500,Switzerland,CH,Basel-Landschaft,,9947,9947
Payerne,46.8167,6.9333,Switzerland,CH,Vaud,,9943,9943
Gossau,47.3081,8.7567,Switzerland,CH,Zürich,,9937,9937
Sursee,47.1742,8.1081,Switzerland,CH,Luzern,minor,9900,9900
Hochdorf,47.1664,8.2889,Switzerland,CH,Luzern,,9832,9832
Urdorf,47.3867,8.4278,Switzerland,CH,Zürich,,9768,9768
Wald,47.2753,8.9144,Switzerland,CH,Zürich,,9758,9758
Estavayer-le-Lac,46.8500,6.8472,Switzerland,CH,Fribourg,,9712,9712
Wittenbach,47.4667,9.3795,Switzerland,CH,Sankt Gallen,,9691,9691
Widnau,47.3997,9.6333,Switzerland,CH,Sankt Gallen,,9616,9616
Epalinges,46.5500,6.6667,Switzerland,CH,Vaud,,9611,9611
Rorschach,47.4786,9.4936,Switzerland,CH,Sankt Gallen,minor,9439,9439
Embrach,47.5103,8.5933,Switzerland,CH,Zürich,,9419,9419
Altdorf,46.8806,8.6394,Switzerland,CH,Uri,admin,9401,9401
Langnau,46.9433,7.7853,Switzerland,CH,Bern,minor,9366,9366
Goldach,47.4831,9.4664,Switzerland,CH,Sankt Gallen,,9269,9269
Schübelbach,47.1733,8.9264,Switzerland,CH,Schwyz,,9249,9249
Arlesheim,47.4922,7.6203,Switzerland,CH,Basel-Landschaft,,9202,9202
Niederhasli,47.4822,8.4861,Switzerland,CH,Zürich,,9188,9188
Rothrist,47.3028,7.8833,Switzerland,CH,Aargau,,9121,9121
Aadorf,47.4939,8.8975,Switzerland,CH,Thurgau,,9036,9036
Ingenbohl,47.0028,8.6117,Switzerland,CH,Schwyz,,8912,8912
Oberriet,47.3164,9.5664,Switzerland,CH,Sankt Gallen,,8878,8878
Zuchwil,47.2056,7.5597,Switzerland,CH,Solothurn,,8875,8875
Unterägeri,47.1386,8.5844,Switzerland,CH,Zug,,8867,8867
Landquart,46.9497,9.5667,Switzerland,CH,Graubünden,,8849,8849
Neuenhof,47.4469,8.3292,Switzerland,CH,Aargau,,8824,8824
Hünenberg,47.1761,8.4264,Switzerland,CH,Zug,,8807,8807
Fully,46.1333,7.1167,Switzerland,CH,Valais,,8759,8759
Lachen,47.1911,8.8567,Switzerland,CH,Schwyz,minor,8754,8754
Wattwil,47.2957,9.0830,Switzerland,CH,Sankt Gallen,,8736,8736
Bussy,46.5500,6.5500,Switzerland,CH,Vaud,,8736,8736
Conthey,46.2725,7.2548,Switzerland,CH,Valais,,8691,8691
Mels,47.0497,9.4167,Switzerland,CH,Sankt Gallen,,8620,8620
Egg,47.3019,8.6906,Switzerland,CH,Zürich,,8596,8596
Hombrechtikon,47.2533,8.7703,Switzerland,CH,Zürich,,8595,8595
Fällanden,47.3717,8.6400,Switzerland,CH,Zürich,,8575,8575
Biberist,47.1828,7.5586,Switzerland,CH,Solothurn,,8567,8567
Obersiggenthal,47.4869,8.2921,Switzerland,CH,Aargau,,8565,8565
Le Mont-sur-Lausanne,46.5500,6.6333,Switzerland,CH,Vaud,,8523,8523
Reinach,47.2539,8.1833,Switzerland,CH,Aargau,,8498,8498
Kilchberg,47.3247,8.5492,Switzerland,CH,Zürich,,8437,8437
Stans,46.9594,8.3667,Switzerland,CH,Nidwalden,admin,8393,8393
Oberentfelden,47.3597,8.0486,Switzerland,CH,Aargau,,8360,8360
Murten,46.9281,7.1169,Switzerland,CH,Fribourg,,8222,8222
Bagnes,46.0833,7.2167,Switzerland,CH,Valais,,8096,8096
Aarburg,47.3206,7.9014,Switzerland,CH,Aargau,,8068,8068
Domat/Ems,46.8198,9.4545,Switzerland,CH,Graubünden,minor,8037,8037
Chiasso,45.8353,9.0320,Switzerland,CH,Ticino,,7975,7975
Buchs,47.3889,8.0747,Switzerland,CH,Aargau,,7966,7966
Düdingen,46.8461,7.1906,Switzerland,CH,Fribourg,,7961,7961
Crissier,46.5500,6.5833,Switzerland,CH,Vaud,,7930,7930
Rümlang,47.4533,8.5331,Switzerland,CH,Zürich,,7929,7929
Visp,46.2922,7.8828,Switzerland,CH,Valais,,7891,7891
Muri,47.2747,8.3417,Switzerland,CH,Aargau,minor,7810,7810
Au,47.4331,9.6333,Switzerland,CH,Sankt Gallen,,7788,7788
Willisau,47.1206,7.9928,Switzerland,CH,Luzern,,7780,7780
Bex,46.2500,7.0167,Switzerland,CH,Vaud,,7771,7771
Sirnach,47.4664,8.9997,Switzerland,CH,Thurgau,,7767,7767
Bremgarten,47.3528,8.3400,Switzerland,CH,Aargau,minor,7765,7765
Gränichen,47.3583,8.0997,Switzerland,CH,Aargau,,7733,7733
Chavannes-près-Renens,46.5282,6.5762,Switzerland,CH,Vaud,,7724,7724
Savièse,46.2500,7.3333,Switzerland,CH,Valais,,7712,7712
Dietlikon,47.4200,8.6192,Switzerland,CH,Zürich,,7685,7685
Windisch,47.4803,8.2222,Switzerland,CH,Aargau,,7654,7654
Rothenburg,47.0939,8.2717,Switzerland,CH,Luzern,,7571,7571
Dürnten,47.2789,8.8433,Switzerland,CH,Zürich,,7518,7518
Langnau am Albis,47.2894,8.5414,Switzerland,CH,Zürich,,7500,7500
Ollon,46.2973,6.9935,Switzerland,CH,Vaud,,7497,7497
Hirslen,47.3646,8.5663,Switzerland,CH,Zürich,,7465,7465
Moutier,47.2803,7.3708,Switzerland,CH,Bern,,7378,7378
Villmergen,47.3483,8.2456,Switzerland,CH,Aargau,,7324,7324
Minusio,46.1833,8.8167,Switzerland,CH,Ticino,,7303,7303
Seuzach,47.5358,8.7294,Switzerland,CH,Zürich,,7291,7291
Rorschacherberg,47.4664,9.5000,Switzerland,CH,Sankt Gallen,,7285,7285
Wollerau,47.1956,8.7194,Switzerland,CH,Schwyz,,7255,7255
Untersiggenthal,47.5020,8.2538,Switzerland,CH,Aargau,,7240,7240
Meggen,47.0464,8.3744,Switzerland,CH,Luzern,,7238,7238
Herzogenbuchsee,47.1884,7.7062,Switzerland,CH,Bern,,7197,7197
Bubikon,47.2694,8.8203,Switzerland,CH,Zürich,,7194,7194
Reiden,47.2431,7.9683,Switzerland,CH,Luzern,,7131,7131
Altendorf,47.1922,8.8300,Switzerland,CH,Schwyz,,7081,7081
Grabs,47.1831,9.4500,Switzerland,CH,Sankt Gallen,,7068,7068
Orbe,46.7245,6.5322,Switzerland,CH,Vaud,,6987,6987
Châtel-Saint-Denis,46.5269,6.9011,Switzerland,CH,Fribourg,,6969,6969
Oberglatt,47.4775,8.5200,Switzerland,CH,Zürich,,6964,6964
Frutigen,46.5831,7.6497,Switzerland,CH,Bern,,6921,6921
Ruswil,47.0836,8.1261,Switzerland,CH,Luzern,,6856,6856
Schwarzenburg,46.8167,7.3333,Switzerland,CH,Bern,,6829,6829
Heimberg,46.7831,7.5997,Switzerland,CH,Bern,,6827,6827
Saanen,46.4831,7.2664,Switzerland,CH,Bern,,6817,6817
Nidau,47.1256,7.2403,Switzerland,CH,Bern,,6815,6815
Dornach,47.4789,7.6181,Switzerland,CH,Solothurn,,6778,6778
Losone,46.1689,8.7421,Switzerland,CH,Ticino,,6701,6701
Bottmingen,47.5236,7.5697,Switzerland,CH,Basel-Landschaft,,6691,6691
Sissach,47.4644,7.8106,Switzerland,CH,Basel-Landschaft,,6681,6681
Porrentruy,47.4167,7.0833,Switzerland,CH,Jura,,6675,6675
Beromünster,47.1997,8.2000,Switzerland,CH,Luzern,,6580,6580
Thal,47.4664,9.5667,Switzerland,CH,Sankt Gallen,,6570,6570
Oberengstringen,47.4103,8.4633,Switzerland,CH,Zürich,,6569,6569
Trimbach,47.3636,7.9000,Switzerland,CH,Solothurn,,6543,6543
Wiesendangen,47.5222,8.7911,Switzerland,CH,Zürich,,6521,6521
Derendingen,47.1919,7.5899,Switzerland,CH,Solothurn,,6483,6483
Würenlos,47.4418,8.3647,Switzerland,CH,Aargau,,6482,6482
Diepoldsau,47.3831,9.6500,Switzerland,CH,Sankt Gallen,,6469,6469
Frenkendorf,47.5031,7.7144,Switzerland,CH,Basel-Landschaft,,6435,6435
Uznach,47.2242,8.9839,Switzerland,CH,Sankt Gallen,,6416,6416
Oberuzwil,47.4294,9.1236,Switzerland,CH,Sankt Gallen,,6412,6412
Birmensdorf,47.3542,8.4378,Switzerland,CH,Zürich,,6385,6385
Fehraltorf,47.3861,8.7547,Switzerland,CH,Zürich,,6378,6378
Vétroz,46.2258,7.2707,Switzerland,CH,Valais,,6372,6372
Kerns,46.9025,8.2761,Switzerland,CH,Obwalden,,6337,6337
Menziken,47.2400,8.1917,Switzerland,CH,Aargau,,6330,6330
Buchs,47.4589,8.4378,Switzerland,CH,Zürich,,6303,6303
Herrliberg,47.2972,8.6302,Switzerland,CH,Zürich,,6290,6290
Oensingen,47.2886,7.7139,Switzerland,CH,Solothurn,,6284,6284
Teufen,47.3900,9.3900,Switzerland,CH,Appenzell Ausserrhoden,,6265,6265
Bolligen,46.9761,7.4986,Switzerland,CH,Bern,,6262,6262
Rolle,46.4575,6.3317,Switzerland,CH,Vaud,,6259,6259
Massagno,46.0167,8.9500,Switzerland,CH,Ticino,,6227,6227
Gelterkinden,47.4653,7.8528,Switzerland,CH,Basel-Landschaft,,6200,6200
Küttigen,47.4164,8.0500,Switzerland,CH,Aargau,,6180,6180
Blonay,46.4667,6.9000,Switzerland,CH,Vaud,,6173,6173
Boudry,46.9500,6.8333,Switzerland,CH,Neuchâtel,,6152,6152
Uetikon am See,47.2669,8.6772,Switzerland,CH,Zürich,,6145,6145
Moudon,46.6687,6.7974,Switzerland,CH,Vaud,,6135,6135
Balsthal,47.3164,7.6944,Switzerland,CH,Solothurn,minor,6117,6117
Buchrain,47.0953,8.3475,Switzerland,CH,Luzern,,6116,6116
Biasca,46.3500,8.9667,Switzerland,CH,Ticino,,6115,6115
Obererli,47.1358,8.6136,Switzerland,CH,Schwyz,,6080,6080
Alpnach,46.9499,8.2309,Switzerland,CH,Obwalden,,6031,6031
Bischofszell,47.4997,9.2333,Switzerland,CH,Thurgau,,6016,6016
Glarus,47.0333,9.0667,Switzerland,CH,Glarus,admin,5996,5996
Kirchberg,47.0858,7.5861,Switzerland,CH,Bern,,5965,5965
Dielsdorf,47.4836,8.4542,Switzerland,CH,Zürich,,5940,5940
Zell,47.4489,8.8233,Switzerland,CH,Zürich,,5929,5929
Saxon,46.1500,7.1667,Switzerland,CH,Valais,,5897,5897
Uetendorf,46.7664,7.5667,Switzerland,CH,Bern,,5892,5892
Sankt Margrethen,47.4497,9.6331,Switzerland,CH,Appenzell Ausserrhoden,,5886,5886
Rüschlikon,47.3081,8.5542,Switzerland,CH,Zürich,,5830,5830
Peseux,46.9955,6.8895,Switzerland,CH,Neuchâtel,,5809,5809
Hergiswil,46.9844,8.3125,Switzerland,CH,Nidwalden,,5777,5777
Villeneuve,46.4063,6.9731,Switzerland,CH,Vaud,,5767,5767
Unterseen,46.6872,7.8497,Switzerland,CH,Bern,,5750,5750
Jegenstorf,47.0497,7.5069,Switzerland,CH,Bern,,5742,5742
Echallens,46.6333,6.6333,Switzerland,CH,Vaud,minor,5740,5740
Neftenbach,47.5283,8.6681,Switzerland,CH,Zürich,,5692,5692
Saint-Prex,46.4836,6.4575,Switzerland,CH,Vaud,,5679,5679
Walenstadt,47.1234,9.3150,Switzerland,CH,Sankt Gallen,,5679,5679
Appenzell,47.3306,9.4086,Switzerland,CH,Appenzell Innerrhoden,admin,5649,5649
Zermatt,46.0193,7.7461,Switzerland,CH,Valais,,5643,5643
Mellingen,47.4192,8.2764,Switzerland,CH,Aargau,,5633,5633
Lindau,47.4431,8.6719,Switzerland,CH,Zürich,,5621,5621
Interlaken,46.6881,7.8646,Switzerland,CH,Bern,minor,5592,5592
Sennwald,47.2439,9.4768,Switzerland,CH,Sankt Gallen,,5592,5592
Nürensdorf,47.4467,8.6486,Switzerland,CH,Zürich,,5591,5591
Kaiseraugst,47.5414,7.7278,Switzerland,CH,Aargau,,5576,5576
Cologny,46.2167,6.1833,Switzerland,CH,Genève,,5570,5570
Erlenbach,47.3044,8.5922,Switzerland,CH,Zürich,,5567,5567
Frick,47.5081,8.0222,Switzerland,CH,Aargau,,5563,5563
Laufen,47.4167,7.5000,Switzerland,CH,Basel-Landschaft,,5556,5556
Colombier,46.9667,6.8667,Switzerland,CH,Neuchâtel,,5547,5547
Fislisbach,47.4386,8.2944,Switzerland,CH,Aargau,,5544,5544
Bonstetten,47.3156,8.4692,Switzerland,CH,Zürich,,5543,5543
Ascona,46.1500,8.7667,Switzerland,CH,Ticino,,5534,5534
Dagmersellen,47.2131,7.9894,Switzerland,CH,Luzern,,5503,5503
Rupperswil,47.4025,8.1278,Switzerland,CH,Aargau,,5486,5486
Thayngen,47.7331,8.6997,Switzerland,CH,Schaffhausen,,5453,5453
Courtepin,46.8667,7.1167,Switzerland,CH,Fribourg,,5451,5451
Schattdorf,46.8494,8.6713,Switzerland,CH,Uri,,5418,5418
Gebenstorf,47.4795,8.2424,Switzerland,CH,Aargau,,5414,5414
Adligenswil,47.0706,8.3650,Switzerland,CH,Luzern,,5391,5391
Münchwilen,47.4815,8.9924,Switzerland,CH,Thurgau,minor,5377,5377
Greifensee,47.3661,8.6786,Switzerland,CH,Zürich,,5345,5345
Obfelden,47.2639,8.4242,Switzerland,CH,Zürich,,5340,5340
Buochs,46.9746,8.4207,Switzerland,CH,Nidwalden,,5312,5312
Vechigen,46.9469,7.5625,Switzerland,CH,Bern,,5298,5298
Seon,47.3458,8.1597,Switzerland,CH,Aargau,,5288,5288
Préverenges,46.5167,6.5333,Switzerland,CH,Vaud,,5287,5287
Konolfingen Dorf,46.8833,7.6167,Switzerland,CH,Bern,,5282,5282
Romont,46.7001,6.9181,Switzerland,CH,Fribourg,,5276,5276
Feusisberg,47.1869,8.7472,Switzerland,CH,Schwyz,,5262,5262
Lengnau,47.1817,7.3667,Switzerland,CH,Bern,,5254,5254
Bellach,47.2150,7.5000,Switzerland,CH,Solothurn,,5214,5214
Lausen,47.4725,7.7597,Switzerland,CH,Basel-Landschaft,,5209,5209
Gerlafingen,47.1722,7.5739,Switzerland,CH,Solothurn,,5202,5202
Hitzkirch,47.2250,8.2622,Switzerland,CH,Luzern,,5201,5201
Glattfelden,47.5608,8.4994,Switzerland,CH,Zürich,,5189,5189
Saint Légier-La Chiésaz,46.4667,6.8833,Switzerland,CH,Vaud,,5184,5184
Eglisau,47.5733,8.5261,Switzerland,CH,Zürich,,5170,5170
Gommiswald,47.2404,9.0474,Switzerland,CH,Sankt Gallen,,5164,5164
Ettingen,47.4809,7.5444,Switzerland,CH,Basel-Landschaft,,5156,5156
Sachseln,46.8678,8.2386,Switzerland,CH,Obwalden,,5146,5146
Hägendorf,47.3344,7.8444,Switzerland,CH,Solothurn,,5137,5137
Zumikon,47.3328,8.6239,Switzerland,CH,Zürich,,5120,5120
Fraubrunnen,47.0850,7.5269,Switzerland,CH,Bern,,5106,5106
Sevelen,47.1204,9.4857,Switzerland,CH,Sankt Gallen,,5103,5103
Schwerzenbach,47.3818,8.6559,Switzerland,CH,Zürich,,5088,5088
Oberrieden,47.2778,8.5781,Switzerland,CH,Zürich,,5083,5083
Wangen bei Olten,47.3442,7.8694,Switzerland,CH,Solothurn,,5056,5056
Wangen,47.1908,8.8956,Switzerland,CH,Schwyz,,5053,5053
Dulliken,47.3525,7.9458,Switzerland,CH,Solothurn,,5048,5048
Sumiswald,47.0275,7.7453,Switzerland,CH,Bern,,5046,5046
Root,47.1158,8.3914,Switzerland,CH,Luzern,,5040,5040
Ebnat-Kappel,47.2632,9.1234,Switzerland,CH,Sankt Gallen,,5031,5031
Bäretswil,47.3369,8.8575,Switzerland,CH,Zürich,,5026,5026
Chavornay,46.7065,6.5690,Switzerland,CH,Vaud,,5000,5000
Saint Moritz,46.4972,9.8378,Switzerland,CH,Graubünden,,4994,4994
Bauma,47.3681,8.8778,Switzerland,CH,Zürich,,4925,4925
Geroldswil,47.4228,8.4108,Switzerland,CH,Zürich,,4918,4918
Niederglatt,47.4922,8.5033,Switzerland,CH,Zürich,,4917,4917
Schönenwerd,47.3719,8.0028,Switzerland,CH,Solothurn,,4910,4910
Bettlach,47.2039,7.4250,Switzerland,CH,Solothurn,,4910,4910
Elgg,47.4914,8.8645,Switzerland,CH,Zürich,,4903,4903
Strengelbach,47.2817,7.9292,Switzerland,CH,Aargau,,4893,4893
Mettmenstetten,47.2447,8.4644,Switzerland,CH,Zürich,,4865,4865
Sainte-Croix,46.8237,6.4889,Switzerland,CH,Vaud,,4863,4863
Flums,47.0928,9.3439,Switzerland,CH,Sankt Gallen,,4856,4856
Kaltbrunn,47.2164,9.0333,Switzerland,CH,Sankt Gallen,,4839,4839
Huttwil,47.1164,7.8500,Switzerland,CH,Bern,,4836,4836
Sigriswil,46.7164,7.7167,Switzerland,CH,Bern,,4832,4832
Ehrendingen,47.4995,8.3443,Switzerland,CH,Aargau,,4823,4823
Ennetbürgen,46.9844,8.4139,Switzerland,CH,Nidwalden,,4801,4801
Balgach,47.4000,9.5997,Switzerland,CH,Sankt Gallen,,4797,4797
Zuzwil,47.4713,9.1022,Switzerland,CH,Sankt Gallen,,4785,4785
Niederlenz,47.4025,8.1764,Switzerland,CH,Aargau,,4776,4776
Berikon,47.3525,8.3736,Switzerland,CH,Aargau,,4776,4776
Weiningen,47.4208,8.4356,Switzerland,CH,Zürich,,4760,4760
Oetwil am See,47.2708,8.7211,Switzerland,CH,Zürich,,4754,4754
Turbenthal,47.4383,8.8442,Switzerland,CH,Zürich,,4748,4748
Cortaillod,46.9440,6.8479,Switzerland,CH,Neuchâtel,,4729,4729
Wängi,47.5000,8.9497,Switzerland,CH,Thurgau,,4720,4720
Niederbipp,47.2658,7.6958,Switzerland,CH,Bern,,4715,4715
Egnach,47.5497,9.3833,Switzerland,CH,Thurgau,,4711,4711
Oberkirch,47.1564,8.1158,Switzerland,CH,Luzern,,4707,4707
Würenlingen,47.5322,8.2566,Switzerland,CH,Aargau,,4701,4701
Gordola,46.1884,8.8638,Switzerland,CH,Ticino,,4697,4697
Troistorrents,46.2333,6.9167,Switzerland,CH,Valais,,4683,4683
Saint-Sulpice,46.5167,6.5667,Switzerland,CH,Vaud,,4668,4668
Triengen,47.2358,8.0758,Switzerland,CH,Luzern,,4652,4652
Le Landeron,47.0554,7.0691,Switzerland,CH,Neuchâtel,,4645,4645
Beringen,47.6964,8.5754,Switzerland,CH,Schaffhausen,,4643,4643
Tägerwilen,47.6556,9.1311,Switzerland,CH,Thurgau,,4642,4642
Aarberg,47.0458,7.2764,Switzerland,CH,Bern,minor,4629,4629
Confignon,46.1834,6.0833,Switzerland,CH,Genève,,4627,4627
Meiringen,46.7283,8.1861,Switzerland,CH,Bern,,4621,4621
Stabio,45.8500,8.9333,Switzerland,CH,Ticino,,4591,4591
Scuol,46.7970,10.2995,Switzerland,CH,Graubünden,,4591,4591
Le Chenit,46.6000,6.2333,Switzerland,CH,Vaud,,4586,4586
Stansstad,46.9803,8.3389,Switzerland,CH,Nidwalden,,4576,4576
Morbio Inferiore,45.8500,9.0167,Switzerland,CH,Ticino,,4575,4575
Saint-Maurice,46.2190,7.0047,Switzerland,CH,Valais,minor,4571,4571
Tramelan,47.2233,7.1014,Switzerland,CH,Bern,,4564,4564
Menzingen,47.1803,8.5917,Switzerland,CH,Zug,,4540,4540
Monte Ceneri,46.1250,8.9200,Switzerland,CH,Ticino,,4521,4521
Bronschhofen,47.4831,9.0331,Switzerland,CH,Sankt Gallen,,4515,4515
Aarwangen,47.2414,7.7708,Switzerland,CH,Bern,,4514,4514
Winkel,47.4922,8.5539,Switzerland,CH,Zürich,,4511,4511
Füllinsdorf,47.5056,7.7297,Switzerland,CH,Basel-Landschaft,,4484,4484
Zufikon,47.3459,8.3595,Switzerland,CH,Aargau,,4479,4479
Kölliken,47.3375,8.0236,Switzerland,CH,Aargau,,4476,4476
Rafz,47.6122,8.5408,Switzerland,CH,Zürich,,4462,4462
Oberbüren,47.4500,9.1664,Switzerland,CH,Sankt Gallen,,4447,4447
Agno,46.0002,8.9001,Switzerland,CH,Ticino,,4445,4445
Klosters Platz,46.8548,9.9538,Switzerland,CH,Graubünden,,4437,4437
Schötz,47.1711,7.9894,Switzerland,CH,Luzern,,4434,4434
Schöftland,47.3053,8.0528,Switzerland,CH,Aargau,,4393,4393
Bubendorf,47.4497,7.7364,Switzerland,CH,Basel-Landschaft,,4389,4389
Brügg,47.1264,7.2817,Switzerland,CH,Bern,,4388,4388
Rebstein,47.3997,9.5833,Switzerland,CH,Sankt Gallen,,4387,4387
Speicher,47.4106,9.4433,Switzerland,CH,Appenzell Ausserrhoden,,4379,4379
Eschlikon,47.4610,8.9590,Switzerland,CH,Thurgau,,4372,4372
Weggis,47.0322,8.4383,Switzerland,CH,Luzern,,4368,4368
Gachnang,47.5331,8.8500,Switzerland,CH,Thurgau,,4364,4364
Caslano,45.9699,8.8795,Switzerland,CH,Ticino,,4356,4356
Russikon,47.3953,8.7778,Switzerland,CH,Zürich,,4355,4355
Birr,47.4358,8.2028,Switzerland,CH,Aargau,,4354,4354
Cheseaux-sur-Lausanne,46.5833,6.6000,Switzerland,CH,Vaud,,4342,4342
Wolhusen,47.0617,8.0744,Switzerland,CH,Luzern,,4340,4340
Utzenstorf,47.1269,7.5572,Switzerland,CH,Bern,,4331,4331
Kehrsatz,46.9094,7.4708,Switzerland,CH,Bern,,4302,4302
Wichtrach,46.8428,7.5764,Switzerland,CH,Bern,,4294,4294
Avenches,46.8800,7.0398,Switzerland,CH,Vaud,,4292,4292
Sins,47.1914,8.3969,Switzerland,CH,Aargau,,4259,4259
Bad Zurzach,47.5872,8.2944,Switzerland,CH,Aargau,minor,4242,4242
Uitikon,47.3719,8.4531,Switzerland,CH,Zürich,,4239,4239
Schüpfheim,46.9500,8.0150,Switzerland,CH,Luzern,minor,4219,4219
Lucens,46.7092,6.8373,Switzerland,CH,Vaud,,4200,4200
Lens,46.2667,7.4333,Switzerland,CH,Valais,,4198,4198
Vouvry,46.3333,6.8833,Switzerland,CH,Valais,,4198,4198
Satigny,46.2141,6.0368,Switzerland,CH,Genève,,4185,4185
Engelberg,46.8206,8.4028,Switzerland,CH,Obwalden,,4181,4181
Sempach,47.1328,8.1936,Switzerland,CH,Luzern,,4169,4169
Gross Höchstetten,46.8997,7.6333,Switzerland,CH,Bern,,4165,4165
Heiden,47.4411,9.5311,Switzerland,CH,Appenzell Ausserrhoden,,4161,4161
Unterentfelden,47.3692,8.0417,Switzerland,CH,Aargau,,4155,4155
Lützelflüh,47.0091,7.6892,Switzerland,CH,Bern,,4146,4146
Paradiso,45.9833,8.9500,Switzerland,CH,Ticino,,4144,4144
Degersheim,47.3667,9.1997,Switzerland,CH,Sankt Gallen,,4129,4129
Niederrohrdorf,47.4235,8.3049,Switzerland,CH,Aargau,,4105,4105
Matten,46.6664,7.8497,Switzerland,CH,Bern,,4101,4101
Dällikon,47.4406,8.4389,Switzerland,CH,Zürich,,4100,4100
Roggwil,47.2417,7.8236,Switzerland,CH,Bern,,4079,4079
Oberrohrdorf,47.4219,8.3167,Switzerland,CH,Aargau,,4072,4072
Ayent,46.3280,7.4103,Switzerland,CH,Valais,,4059,4059
Döttingen,47.5706,8.2597,Switzerland,CH,Aargau,,4057,4057
Hilterfingen,46.7432,7.6582,Switzerland,CH,Bern,,4044,4044
Prangins,46.4000,6.2500,Switzerland,CH,Vaud,,4038,4038
Leysin,46.3333,7.0000,Switzerland,CH,Vaud,,4032,4032
Hunzenschwil,47.3858,8.1264,Switzerland,CH,Aargau,,4014,4014
Diessenhofen,47.6833,8.7497,Switzerland,CH,Thurgau,,3998,3998
Seengen,47.3275,8.2083,Switzerland,CH,Aargau,,3994,3994
Bürglen,46.8750,8.6628,Switzerland,CH,Uri,,3976,3976
Berneck,47.4246,9.6125,Switzerland,CH,Sankt Gallen,,3963,3963
Brittnau,47.2608,7.9472,Switzerland,CH,Aargau,,3954,3954
Böttstein,47.5567,8.2247,Switzerland,CH,Aargau,,3952,3952
Lostorf,47.3844,7.9500,Switzerland,CH,Solothurn,,3952,3952
Leuk,46.3167,7.6333,Switzerland,CH,Valais,,3948,3948
Magden,47.5289,7.8153,Switzerland,CH,Aargau,,3915,3915
Chamoson,46.2000,7.2167,Switzerland,CH,Valais,,3897,3897
Dottikon,47.3844,8.2403,Switzerland,CH,Aargau,,3881,3881
Muhen,47.3331,8.0528,Switzerland,CH,Aargau,,3877,3877
Sulgen,47.5423,9.1931,Switzerland,CH,Thurgau,,3869,3869
Niedergösgen,47.3736,7.9931,Switzerland,CH,Solothurn,,3865,3865
Nottwil,47.1347,8.1369,Switzerland,CH,Luzern,,3857,3857
Breitenbach,47.4083,7.5444,Switzerland,CH,Solothurn,,3854,3854
Pfungen,47.5156,8.6469,Switzerland,CH,Zürich,,3845,3845
Safenwil,47.3192,7.9833,Switzerland,CH,Aargau,,3842,3842
Bürglen,47.5497,9.1497,Switzerland,CH,Thurgau,,3841,3841
Vallorbe,46.7167,6.3833,Switzerland,CH,Vaud,,3837,3837
Schänis,47.1588,9.0466,Switzerland,CH,Sankt Gallen,,3818,3818
Unterengstringen,47.4147,8.4497,Switzerland,CH,Zürich,,3804,3804
Grindelwald,46.6256,8.0333,Switzerland,CH,Bern,,3801,3801
Bevaix,46.9312,6.8041,Switzerland,CH,Neuchâtel,,3784,3784
Langendorf,47.2206,7.5144,Switzerland,CH,Solothurn,,3781,3781
Founex,46.3364,6.1851,Switzerland,CH,Vaud,,3774,3774
Jonschwil,47.4283,9.0885,Switzerland,CH,Sankt Gallen,,3773,3773
Steckborn,47.6664,8.9831,Switzerland,CH,Thurgau,,3753,3753
Reichenburg,47.1694,8.9744,Switzerland,CH,Schwyz,,3751,3751
Erlen,47.5497,9.2331,Switzerland,CH,Thurgau,,3749,3749
La Neuveville,47.0653,7.0944,Switzerland,CH,Bern,,3738,3738
Hedingen,47.2986,8.4494,Switzerland,CH,Zürich,,3734,3734
Schüpfen,47.0358,7.3747,Switzerland,CH,Bern,,3732,3732
Belmont-sur-Lausanne,46.5265,6.6876,Switzerland,CH,Vaud,,3721,3721
Mönchaltorf,47.3114,8.7222,Switzerland,CH,Zürich,,3715,3715
Schmerikon,47.2253,8.9500,Switzerland,CH,Sankt Gallen,,3709,3709
Widen,47.3700,8.3581,Switzerland,CH,Aargau,,3698,3698
Port,47.1167,7.2500,Switzerland,CH,Bern,,3695,3695
Stallikon,47.3272,8.4908,Switzerland,CH,Zürich,,3687,3687
Egerkingen,47.3219,7.7944,Switzerland,CH,Solothurn,,3683,3683
