AFFGEOID,Cartogram Data (eg. Population),Color,Inset,Label,ALAND,AWATER,COUNTYNS,GEOID,ShapeName
0500000US18123,"19,170",,,,988702369,11837413,451682,18123,Perry
0500000US18125,"12,250",,,,865841645,17588580,450381,18125,Pike
0500000US18127,"173,215",,,,1082907710,268619691,450382,18127,Porter
0500000US18129,"25,222",,,,1060302147,26505383,450383,18129,Posey
0500000US18131,"12,514",,,,1123212810,2224813,446852,18131,Pulaski
0500000US18133,"36,726",,,,1244585887,5585892,450384,18133,Putnam
0500000US18135,"24,502",,,,1171656774,2420288,446853,18135,Randolph
0500000US18137,"28,995",,,,1156231104,4243112,450385,18137,Ripley
0500000US18139,"16,752",,,,1057069328,838340,446854,18139,Rush
0500000US18141,"272,912",,,,1185636243,9346832,452855,18141,Scott
0500000US18143,"24,384",,,,493140245,6074951,450386,18143,Shelby
0500000US18145,"45,055",,,,1064836596,4197549,450387,18145,Spencer
0500000US18147,"19,810",,,,1027918647,11984810,450388,18147,St. Joseph
0500000US18149,"23,371",,,,800679813,7929143,450389,18149,Starke
0500000US18151,"34,435",,,,799737112,35446879,450390,18151,Steuben
0500000US18153,"20,817",,,,1158170861,17983719,450391,18153,Sullivan
0500000US18155,"9,737",,,,571526245,7531845,450392,18155,Switzerland
0500000US18157,"186,251",,,,1292163450,11230872,450393,18157,Tippecanoe
0500000US18159,"15,359",,,,674797598,68028,450394,18159,Tipton
0500000US18161,"7,087",,,,417480470,10326625,450395,18161,Union
0500000US18163,"180,136",,,,604506361,8955935,450396,18163,Vanderburgh
0500000US18165,"15,439",,,,665275343,7895064,450397,18165,Vermillion
0500000US18167,"106,153",,,,1045373538,17688023,450398,18167,Vigo
0500000US18169,"30,976",,,,1068471112,21851091,450399,18169,Wabash
0500000US18171,"8,440",,,,944543938,4442757,450400,18171,Warren
0500000US18173,"63,898",,,,996739079,16078776,450335,18173,Warrick
0500000US18175,"28,182",,,,1330444043,7529046,451665,18175,Washington
0500000US18177,"66,553",,,,1040539270,6701974,450336,18177,Wayne
0500000US18179,"28,180",,,,953341275,5596377,450337,18179,Wells
0500000US18181,"24,688",,,,1308303899,9169176,450338,18181,White
0500000US18183,"34,191",,,,869117984,6076514,450369,18183,Whitley
0500000US19001,"7,496",,,,1474404201,2597996,465190,19001,Adair
0500000US19003,"3,704",,,,1096686256,5367875,465191,19003,Adams
0500000US19005,"14,061",,,,1655115641,51094064,465192,19005,Allamakee
0500000US19007,"12,317",,,,1287997902,49093607,465193,19007,Appanoose
0500000US19009,"5,674",,,,1147264573,1152260,465194,19009,Audubon
0500000US19011,"25,575",,,,1854696287,5857896,465195,19011,Benton
0500000US19013,"131,144",,,,1465303204,17928724,465196,19013,Black Hawk
0500000US19015,"26,715",,,,1477550747,8144400,465197,19015,Boone
0500000US19017,"24,988",,,,1127885578,10166468,465198,19017,Bremer
0500000US19019,"20,565",,,,1479086713,5223043,465199,19019,Buchanan
0500000US19021,"20,823",,,,1488981867,13798140,465200,19021,Buena Vista
0500000US19023,"14,334",,,,1502550829,4194983,465201,19023,Butler
0500000US19025,"9,927",,,,1475894578,5873827,465202,19025,Calhoun
0500000US19027,"20,760",,,,1474877210,2145349,465203,19027,Carroll
0500000US19029,"13,127",,,,1461422457,1787165,465204,19029,Cass
0500000US19031,"18,505",,,,1500798731,6385833,465205,19031,Cedar
0500000US19033,"43,127",,,,1471889949,17659669,465206,19033,Cerro Gordo
0500000US19035,"11,658",,,,1494181141,423160,465207,19035,Cherokee
0500000US19037,"12,012",,,,1306192614,3455451,465208,19037,Chickasaw
0500000US19039,"9,748",,,,1116573604,1524746,465209,19039,Clarke
0500000US19041,"16,384",,,,1469139465,13866648,465625,19041,Clay
0500000US19043,"17,043",,,,2016295985,36695624,465210,19043,Clayton
0500000US19045,"46,460",,,,1799934695,39410955,465211,19045,Clinton
0500000US19047,"16,525",,,,1849765416,2171717,465212,19047,Crawford
0500000US19049,"99,678",,,,1523679836,8567941,465213,19049,Dallas
0500000US19051,"9,110",,,,1300661926,6904087,465214,19051,Davis
0500000US19053,"7,645",,,,1377569408,4138626,465215,19053,Decatur
0500000US19055,"17,488",,,,1496193400,3185375,465216,19055,Delaware
0500000US19057,"38,910",,,,1077769233,35341938,465217,19057,Des Moines
0500000US19059,"17,703",,,,985574547,60680641,465218,19059,Dickinson
0500000US19061,"99,266",,,,1575487976,21138781,465219,19061,Dubuque
0500000US19063,"9,388",,,,1025349325,17175565,465220,19063,Emmet
0500000US19065,"19,509",,,,1892806735,1354955,465221,19065,Fayette
0500000US19067,"15,627",,,,1296471923,2023930,465222,19067,Floyd
0500000US19069,"10,019",,,,1507300417,1438346,465223,19069,Franklin
0500000US19071,"6,605",,,,1323918215,14168938,465224,19071,Fremont
0500000US19073,"8,771",,,,1475148030,4404193,465225,19073,Greene
0500000US19075,"12,329",,,,1299799697,92512,465226,19075,Grundy
0500000US19077,"10,623",,,,1529656705,6355531,465227,19077,Guthrie
0500000US19079,"15,039",,,,1493725536,1956182,465228,19079,Hamilton
0500000US19081,"10,795",,,,1478895055,5265568,465229,19081,Hancock
0500000US19083,"16,878",,,,1474498036,1783759,465230,19083,Hardin
0500000US19085,"14,582",,,,1804896270,12325506,465231,19085,Harrison
0500000US19087,"20,482",,,,1124800194,5774829,465232,19087,Henry
0500000US19089,"9,469",,,,1225702841,931480,465233,19089,Howard
0500000US19091,"9,597",,,,1125017998,3373409,465234,19091,Humboldt
0500000US19093,"7,005",,,,1117614339,1391966,465235,19093,Ida
0500000US19095,"16,662",,,,1518911689,2686847,465236,19095,Iowa
0500000US19097,"19,485",,,,1647344929,35129054,465237,19097,Jackson
0500000US19099,"37,813",,,,1891795098,6544165,465238,19099,Jasper
0500000US19101,"15,663",,,,1128002393,3522238,465239,19101,Jefferson
0500000US19103,"152,854",,,,1587655795,26070845,465240,19103,Johnson
0500000US19105,"20,646",,,,1490844765,3782492,465241,19105,Jones
0500000US19107,"10,033",,,,1500056812,1944064,465242,19107,Keokuk
0500000US19109,"14,828",,,,2519361810,4125592,465243,19109,Kossuth
0500000US19111,"33,555",,,,1340448559,55266767,465244,19111,Lee
0500000US19113,"230,299",,,,1857173067,19710590,465245,19113,Linn
0500000US19115,"10,837",,,,1040596801,40784321,465246,19115,Louisa
0500000US19117,"8,634",,,,1115458264,9852845,465247,19117,Lucas
0500000US19119,"11,934",,,,1521901261,440273,465248,19119,Lyon
0500000US19121,"16,548",,,,1452999050,2983840,465249,19121,Madison
0500000US19123,"22,190",,,,1478498325,6594320,465250,19123,Mahaska
0500000US19125,"33,414",,,,1436123094,41484609,465251,19125,Marion
0500000US19127,"40,105",,,,1482776070,1803080,465252,19127,Marshall
0500000US19129,"14,484",,,,1132940500,8316363,465253,19129,Mills
0500000US19131,"10,565",,,,1215368212,1118491,465254,19131,Mitchell
0500000US19133,"8,751",,,,1797639077,12591063,465255,19133,Monona
0500000US19135,"7,577",,,,1123296138,1522790,465256,19135,Monroe
0500000US19137,"10,330",,,,1098405771,2410446,465257,19137,Montgomery
0500000US19139,"43,235",,,,1132964480,30262337,465258,19139,Muscatine
0500000US19141,"14,182",,,,1484153957,447448,465259,19141,O'Brien
0500000US19143,"6,192",,,,1032593803,1835263,465260,19143,Osceola
0500000US19145,"15,211",,,,1385497642,1359014,465261,19145,Page
0500000US19147,"8,996",,,,1460400553,14428727,465262,19147,Palo Alto
0500000US19149,"25,698",,,,2234715257,2176851,465263,19149,Plymouth
0500000US19151,"7,078",,,,1495047211,3666528,465264,19151,Pocahontas
0500000US19153,"492,401",,,,1482507926,50475974,465265,19153,Polk
0500000US19155,"93,667",,,,2463771925,20389998,465266,19155,Pottawattamie
0500000US19157,"18,662",,,,1514945164,2961952,465267,19157,Poweshiek
0500000US19159,"4,663",,,,1386932347,8723135,465268,19159,Ringgold
0500000US19161,"9,814",,,,1489300203,8569436,465269,19161,Sac
0500000US19163,"174,669",,,,1186463531,26196368,465270,19163,Scott
0500000US19165,"11,746",,,,1530110527,1486125,465271,19165,Shelby
0500000US19167,"35,872",,,,1988881471,2802041,465272,19167,Sioux
0500000US19169,"98,537",,,,1482882553,2862354,465273,19169,Story
0500000US19171,"17,135",,,,1867410499,2769418,465274,19171,Tama
0500000US19173,"5,896",,,,1377618877,7133363,465275,19173,Taylor
0500000US19175,"12,138",,,,1097235802,5575854,465276,19175,Union
0500000US19177,"7,203",,,,1255605714,14880499,465277,19177,Van Buren
0500000US19179,"35,437",,,,1118466714,10822775,465278,19179,Wapello
0500000US19181,"52,403",,,,1475408404,8645070,465279,19181,Warren
0500000US19183,"22,565",,,,1473258536,5339036,465280,19183,Washington
0500000US19185,"6,497",,,,1360957553,4272458,465281,19185,Wayne
0500000US19187,"36,999",,,,1853670894,7269394,465282,19187,Webster
0500000US19189,"10,679",,,,1037261956,3182049,465283,19189,Winnebago
0500000US19191,"20,070",,,,1786666617,745729,465284,19191,Winneshiek
0500000US19193,"105,941",,,,2260790943,12793700,465285,19193,Woodbury
0500000US19195,"7,443",,,,1036314929,4709127,465286,19195,Worth
0500000US19197,"12,943",,,,1503260259,4703964,465287,19197,Wright
0500000US20001,"12,526",,,,1295764235,13021929,484970,20001,Allen
0500000US20003,"7,836",,,,1501264009,10599659,484971,20003,Anderson
0500000US20005,"16,348",,,,1116736555,6851102,484972,20005,Atchison
0500000US20007,"4,228",,,,2937240779,5411508,484973,20007,Barber
0500000US20009,"25,493",,,,2318705423,13926862,484974,20009,Barton
0500000US20011,"14,360",,,,1645836643,9402853,484975,20011,Bourbon
0500000US20013,"9,508",,,,1478550074,3196147,484976,20013,Brown
0500000US20015,"67,380",,,,3702922899,43565303,484977,20015,Butler
0500000US20017,"2,572",,,,2002198770,12091093,484978,20017,Chase
0500000US20019,"3,379",,,,1654694134,15243776,484979,20019,Chautauqua
0500000US20021,"19,362",,,,1521791029,8951464,484980,20021,Cherokee
0500000US20023,"2,616",,,,2641501921,2738021,484981,20023,Cheyenne
0500000US20025,"1,991",,,,2524300310,6603384,484982,20025,Clark
0500000US20027,"8,117",,,,1671315258,26701337,484983,20027,Clay
0500000US20029,"9,032",,,,1852726651,6859888,484984,20029,Cloud
0500000US20031,"8,360",,,,1623623917,70470788,484985,20031,Coffey
0500000US20033,"1,689",,,,2041681089,3604155,484986,20033,Comanche
0500000US20035,"34,549",,,,2915648171,17322935,484987,20035,Cowley
0500000US20037,"38,972",,,,1527499258,13573629,484988,20037,Crawford
0500000US20039,"2,764",,,,2314199333,1631670,484989,20039,Decatur
0500000US20041,"18,402",,,,2193895360,12632458,484990,20041,Dickinson
0500000US20043,"7,510",,,,1019105691,12424174,484991,20043,Doniphan
0500000US20045,"118,785",,,,1180428103,48875040,484992,20045,Douglas
0500000US20047,"2,907",,,,1610699245,206413,484993,20047,Edwards
0500000US20049,"2,483",,,,1668636744,16061112,484994,20049,Elk
0500000US20051,"28,934",,,,2330762295,1197085,484995,20051,Ellis
0500000US20053,"6,376",,,,1853331064,19969761,484996,20053,Ellsworth
0500000US20055,"38,470",,,,3372157852,1716371,485326,20055,Finney
0500000US20057,"34,287",,,,2844508242,2097356,484997,20057,Ford
0500000US20059,"25,996",,,,1480882204,13893465,484998,20059,Franklin
0500000US20061,"36,739",,,,996262708,51602808,484999,20061,Geary
0500000US20063,"2,718",,,,2775601942,245369,485000,20063,Gove
0500000US20065,"2,415",,,,2327173854,599356,481811,20065,Graham
0500000US20067,"7,352",,,,1488745962,871232,485099,20067,Grant
0500000US20069,"5,653",,,,2250356174,1113338,485001,20069,Gray
0500000US20071,"1,284",,,,2016057907,0,485002,20071,Greeley
0500000US20073,"6,016",,,,2961143636,24145021,485003,20073,Greenwood
0500000US20075,"2,518",,,,2580958328,2893322,485327,20075,Hamilton
0500000US20077,"5,485",,,,2075290355,3899269,485004,20077,Harper
0500000US20079,"34,024",,,,1397961177,2503283,485005,20079,Harvey
0500000US20081,"3,780",,,,1495772609,910409,485328,20081,Haskell
0500000US20083,"1,723",,,,2227369150,826344,485006,20083,Hodgeman
0500000US20085,"13,232",,,,1699600349,4666513,485007,20085,Jackson
0500000US20087,"18,368",,,,1379494403,62293259,485008,20087,Jefferson
0500000US20089,"2,932",,,,2356813568,11367163,485009,20089,Jewell
0500000US20091,"609,863",,,,1226679688,16319024,485010,20091,Johnson
0500000US20093,"3,983",,,,2254696661,1133601,485011,20093,Kearny
0500000US20095,"7,470",,,,2236245127,8391920,485012,20095,Kingman
0500000US20097,"2,460",,,,1871627807,596764,485013,20097,Kiowa
0500000US20099,"20,184",,,,1671560715,20006201,485014,20099,Labette
0500000US20101,"1,574",,,,1858080220,551220,485015,20101,Lane
0500000US20103,"81,881",,,,1200218359,14338598,485016,20103,Leavenworth
0500000US20105,"2,939",,,,1863226707,2748359,485017,20105,Lincoln
0500000US20107,"9,591",,,,1538662702,31893232,485018,20107,Linn
0500000US20109,"2,762",,,,2779039723,274632,485019,20109,Logan
0500000US20111,"32,179",,,,2194958222,20561825,485020,20111,Lyon
0500000US20113,"30,223",,,,2326547430,6003328,485021,20113,Marion
0500000US20115,"11,823",,,,2445722726,24432825,485022,20115,Marshall
0500000US20117,"10,038",,,,2331450539,12735557,485023,20117,McPherson
0500000US20119,"4,055",,,,2533222397,3258258,485024,20119,Meade
0500000US20121,"34,191",,,,1491519051,37235270,485025,20121,Miami
0500000US20123,"5,796",,,,1817632931,44979980,485026,20123,Mitchell
0500000US20125,"31,486",,,,1666900085,20430012,485027,20125,Montgomery
0500000US20127,"5,386",,,,1800929255,19545268,485028,20127,Morris
0500000US20129,"2,701",,,,1889993632,507796,485135,20129,Morton
0500000US20131,"10,273",,,,1858127934,5205446,485029,20131,Nemaha
0500000US20133,"15,904",,,,1480129682,16350961,485030,20133,Neosho
0500000US20135,"2,687",,,,2783562234,667491,485031,20135,Ness
0500000US20137,"5,459",,,,2274122718,8421464,485032,20137,Norton
0500000US20139,"15,766",,,,1827253334,37137002,485033,20139,Osage
0500000US20141,"3,500",,,,2311604929,4806274,485034,20141,Osborne
0500000US20143,"5,735",,,,1866683177,1567629,485035,20143,Ottawa
0500000US20145,"6,253",,,,1953531647,992041,485036,20145,Pawnee
0500000US20147,"4,981",,,,2294395636,22493383,485037,20147,Phillips
0500000US20149,"25,348",,,,2177506471,54148936,485038,20149,Pottawatomie
0500000US20151,"9,157",,,,1903740950,1771939,485039,20151,Pratt
0500000US20153,"2,561",,,,2769775708,415527,485040,20153,Rawlins
0500000US20155,"61,898",,,,3251231984,43517492,485041,20155,Reno
0500000US20157,"4,674",,,,1857998463,7951912,485042,20157,Republic
0500000US20159,"9,427",,,,1880936102,4482698,485043,20159,Rice
0500000US20161,"71,959",,,,1579077672,32047392,485044,20161,Riley
0500000US20163,"4,919",,,,2306454194,11962259,485045,20163,Rooks
0500000US20165,"2,956",,,,1858997559,544720,485358,20165,Rush
0500000US20167,"6,691",,,,2295402858,34126776,485046,20167,Russell
0500000US20169,"54,303",,,,1865429339,2760902,485047,20169,Saline
0500000US20171,"5,151",,,,1858536838,306079,485048,20171,Scott
0500000US20173,"523,824",,,,2582051713,31558986,485049,20173,Sedgwick
0500000US20175,"21,964",,,,1656693305,1961444,485050,20175,Seward
0500000US20177,"178,909",,,,1409020133,30313507,485051,20177,Shawnee
0500000US20179,"2,447",,,,2320518304,647342,485052,20179,Sheridan
0500000US20181,"5,927",,,,2735193250,548248,485053,20181,Sherman
0500000US20183,"3,570",,,,2319241778,3884267,484969,20183,Smith
0500000US20185,"4,072",,,,2051389756,7435417,485054,20185,Stafford
0500000US20187,"2,084",,,,1762103387,178555,485055,20187,Stanton
0500000US20189,"5,250",,,,1883593926,464936,485056,20189,Stevens
0500000US20191,"22,382",,,,3060505684,8512878,481812,20191,Sumner
0500000US20193,"7,930",,,,2783425129,288241,485057,20193,Thomas
0500000US20195,"2,808",,,,2303727352,26281951,485058,20195,Trego
0500000US20197,"6,877",,,,2057320864,13845234,485059,20197,Wabaunsee
0500000US20199,"1,512",,,,2366348285,140936,485060,20199,Wallace
0500000US20201,"5,530",,,,2317414332,10139473,485061,20201,Washington
0500000US20203,"2,152",,,,1861078197,61987,485062,20203,Wichita
0500000US20205,"8,624",,,,1477385742,12048762,485063,20205,Wilson
0500000US20207,"3,115",,,,1289344338,19254559,485064,20207,Woodson
0500000US20209,"169,245",,,,392739381,11801597,485065,20209,Wyandotte
0500000US21001,"18,903",,,,1049690986,18403521,516847,21001,Adair
0500000US21003,"20,588",,,,891838778,19482100,516848,21003,Allen
0500000US21005,"23,852",,,,523612175,5473039,516849,21005,Anderson
0500000US21007,"7,728",,,,639538865,70070118,516850,21007,Ballard
0500000US21009,"44,485",,,,1262839457,32153759,516851,21009,Barren
0500000US21011,"12,750",,,,722081417,13486211,516852,21011,Bath
0500000US21013,"24,097",,,,929999513,5288008,516853,21013,Bell
0500000US21015,"135,968",,,,637882941,26460891,516854,21015,Boone
0500000US21017,"20,252",,,,750439787,4829339,516855,21017,Bourbon
0500000US21019,"48,261",,,,414054165,5569239,516856,21019,Boyd
0500000US21021,"30,614",,,,467104135,6450463,516857,21021,Boyle
0500000US21023,"8,400",,,,525033511,16146675,516858,21023,Bracken
0500000US21025,"13,718",,,,1275352777,7384544,516859,21025,Breathitt
0500000US21027,"20,432",,,,1475798321,40885738,516860,21027,Breckinridge
0500000US21029,"82,217",,,,769361418,8320138,516861,21029,Bullitt
0500000US21031,"12,371",,,,1103571982,13943050,516862,21031,Butler
0500000US21033,"12,649",,,,893002029,8697603,516863,21033,Caldwell
0500000US21035,"37,103",,,,997224714,66474183,516864,21035,Calloway
0500000US21037,"93,076",,,,391968586,20892233,516865,21037,Campbell
0500000US21039,"4,826",,,,490647294,24707972,516866,21039,Carlisle
0500000US21041,"10,810",,,,333273743,22243659,516867,21041,Carroll
0500000US21043,"26,627",,,,1060592683,6783009,516868,21043,Carter
0500000US21045,"15,941",,,,1150573335,3890643,516869,21045,Casey
0500000US21047,"72,748",,,,1858342356,16919159,516870,21047,Christian
0500000US21049,"36,972",,,,653939116,6912639,516871,21049,Clark
0500000US21051,"20,345",,,,1215472461,4752686,516872,21051,Clay
0500000US21053,"9,253",,,,510875757,21152699,516873,21053,Clinton
0500000US21055,"8,990",,,,932300423,29349959,516874,21055,Crittenden
0500000US21057,"5,888",,,,790453071,14793815,516875,21057,Cumberland
0500000US21059,"103,312",,,,1187227812,46825916,516876,21059,Daviess
0500000US21061,"12,126",,,,784468401,13258105,516877,21061,Edmonson
0500000US21063,"7,354",,,,606882500,2601651,516878,21063,Elliott
0500000US21065,"14,163",,,,655509950,6516334,516879,21065,Estill
0500000US21067,"322,570",,,,734617508,4920615,516880,21067,Fayette
0500000US21069,"15,082",,,,902727568,7182389,516881,21069,Fleming
0500000US21071,"35,942",,,,1018626552,6245241,516882,21071,Floyd
0500000US21073,"51,541",,,,538312209,10786432,516883,21073,Franklin
0500000US21075,"6,515",,,,533351953,64091345,516884,21075,Fulton
0500000US21077,"8,690",,,,254761072,16238078,516885,21077,Gallatin
0500000US21079,"16,953",,,,595979379,9931261,516886,21079,Garrard
0500000US21081,"24,941",,,,668157704,7243449,516887,21081,Grant
0500000US21083,"36,649",,,,1429035006,13037984,516888,21083,Graves
0500000US21085,"26,420",,,,1294808799,28746004,516889,21085,Grayson
0500000US21087,"11,107",,,,740871356,7094524,516890,21087,Green
0500000US21089,"35,962",,,,892152805,25864468,516891,21089,Greenup
0500000US21091,"9,095",,,,486071470,29136422,516892,21091,Hancock
0500000US21093,"110,702",,,,1614587759,17427592,516893,21093,Hardin
0500000US21095,"26,831",,,,1206496138,6011473,516894,21095,Harlan
0500000US21097,"18,692",,,,793604330,8981053,516895,21097,Harrison
0500000US21099,"19,288",,,,1068536124,13686670,516896,21099,Hart
0500000US21101,"44,793",,,,1130079862,75695856,516897,21101,Henderson
0500000US21103,"15,678",,,,741500309,12501986,516898,21103,Henry
0500000US21105,"4,521",,,,627487969,27882023,516899,21105,Hickman
0500000US21107,"45,423",,,,1403991594,31937243,516900,21107,Hopkins
0500000US21109,"12,955",,,,894051380,3407440,516901,21109,Jackson
0500000US21111,"782,969",,,,986271742,43513294,516902,21111,Jefferson
0500000US21113,"52,991",,,,445912083,6125310,516903,21113,Jessamine
0500000US21115,"22,680",,,,678484991,5623155,516904,21115,Johnson
0500000US21117,"169,064",,,,415150771,10405456,516905,21117,Kenton
0500000US21119,"14,251",,,,910427582,3453303,516906,21119,Knott
0500000US21121,"30,193",,,,1000530159,3736738,516907,21121,Knox
0500000US21123,"14,867",,,,677420083,5392465,516908,21123,Larue
0500000US21125,"62,613",,,,1124025614,25134447,516909,21125,Laurel
0500000US21127,"16,293",,,,1076387821,11582520,516910,21127,Lawrence
0500000US21129,"7,395",,,,540942120,6215041,516911,21129,Lee
0500000US21131,"10,513",,,,1038293170,9102560,516912,21131,Leslie
0500000US21133,"21,548",,,,875235600,2856315,516913,21133,Letcher
0500000US21135,"13,080",,,,1250550862,31893475,516914,21135,Lewis
0500000US21137,"24,275",,,,862060462,9192346,516915,21137,Lincoln
0500000US21139,"8,888",,,,811362663,74813866,516916,21139,Livingston
0500000US21141,"27,432",,,,1430224002,12479211,516917,21141,Logan
0500000US21143,"8,680",,,,553848612,110565602,516918,21143,Lyon
0500000US21145,"67,875",,,,644192188,49762212,516925,21145,Madison
0500000US21147,"16,888",,,,1105416696,10730402,516926,21147,Magoffin
0500000US21149,"9,152",,,,654041001,9606626,516927,21149,Marion
0500000US21151,"92,701",,,,1132748365,15287938,516919,21151,Marshall
0500000US21153,"11,637",,,,798866801,1847044,516920,21153,Martin
0500000US21155,"19,581",,,,888485847,9869686,516921,21155,Mason
0500000US21157,"31,659",,,,782712537,98325124,516922,21157,McCracken
0500000US21159,"11,287",,,,594708782,2558129,516923,21159,McCreary
0500000US21161,"17,120",,,,621924469,16276484,516924,21161,McLean
0500000US21163,"30,003",,,,791093710,49111009,516928,21163,Meade
0500000US21165,"6,113",,,,527283209,6084693,516929,21165,Menifee
0500000US21167,"22,641",,,,645073065,10991213,516930,21167,Mercer
0500000US21169,"10,286",,,,750166111,4012303,516931,21169,Metcalfe
0500000US21171,"11,338",,,,853220889,6801900,516932,21171,Monroe
0500000US21173,"28,114",,,,511135381,3853437,516933,21173,Montgomery
0500000US21175,"13,726",,,,987114235,6889951,516934,21175,Morgan
0500000US21177,"30,928",,,,1210451479,31188648,516935,21177,Muhlenberg
0500000US21179,"46,738",,,,1081379029,16973349,516936,21179,Nelson
0500000US21181,"7,537",,,,505465963,4301985,516937,21181,Nicholas
0500000US21183,"23,772",,,,1521062996,23159041,516938,21183,Ohio
0500000US21185,"67,607",,,,484959864,23566080,516939,21185,Oldham
0500000US21187,"11,278",,,,909365301,8129123,516940,21187,Owen
0500000US21189,"4,051",,,,511288845,2279907,516941,21189,Owsley
0500000US21191,"14,644",,,,717836498,12306254,516942,21191,Pendleton
0500000US21193,"28,473",,,,879825760,7528447,516943,21193,Perry
0500000US21195,"58,669",,,,2037621883,4756759,516944,21195,Pike
0500000US21197,"13,129",,,,463558850,2953274,516945,21197,Powell
0500000US21199,"65,034",,,,1705275603,48545539,516946,21199,Pulaski
0500000US21201,"2,193",,,,258794976,484952,516947,21201,Robertson
0500000US21203,"16,037",,,,819854210,4010849,516948,21203,Rockcastle
0500000US21205,"24,662",,,,724780982,16641973,516949,21205,Rowan
0500000US21207,"17,991",,,,657060481,75583987,516950,21207,Russell
0500000US21209,"57,155",,,,729775496,9439750,516951,21209,Scott
0500000US21211,"48,065",,,,983603452,15260283,516952,21211,Shelby
0500000US21213,"19,594",,,,606589242,5852914,516953,21213,Simpson
0500000US21215,"19,490",,,,483617871,12782162,516954,21215,Spencer
0500000US21217,"26,023",,,,689891732,27072003,516955,21217,Taylor
0500000US21219,"12,243",,,,969966762,6603979,516956,21219,Todd
0500000US21221,"14,061",,,,1143489745,103147003,516957,21221,Trigg
0500000US21223,"8,474",,,,392766463,11214924,516958,21223,Trimble
0500000US21225,"13,668",,,,887813999,52903376,516959,21225,Union
0500000US21227,"134,554",,,,1403047232,15137830,516960,21227,Warren
0500000US21229,"12,027",,,,769154197,10947539,516961,21229,Washington
0500000US21231,"19,555",,,,1186690752,67283816,516962,21231,Wayne
0500000US21233,"13,017",,,,860132087,9211730,516963,21233,Webster
0500000US21235,"36,712",,,,1133977400,18874532,516964,21235,Whitley
0500000US21237,"6,562",,,,575419135,1505160,516965,21237,Wolfe
0500000US21239,"26,871",,,,492411608,4907895,516966,21239,Woodford
0500000US22001,"57,576",,,,1697073813,5934788,558389,22001,Acadia
0500000US22003,"22,750",,,,1973788820,10457653,558397,22003,Allen
0500000US22005,"126,500",,,,751016878,32969822,558403,22005,Ascension
0500000US22007,"21,039",,,,891009958,67104891,558414,22007,Assumption
0500000US22009,"39,693",,,,2154720636,87260610,558424,22009,Avoyelles
0500000US22011,"36,549",,,,2997852789,21944259,558436,22011,Beauregard
0500000US22013,"12,981",,,,2101370397,27972980,558445,22013,Bienville
0500000US22015,"128,746",,,,2174347389,70950350,558453,22015,Bossier
0500000US22017,"237,848",,,,2277812586,149099519,558458,22017,Caddo
0500000US22019,"216,785",,,,2755960140,77912357,558468,22019,Calcasieu
0500000US22021,"9,645",,,,1372098436,29104196,558477,22021,Caldwell
0500000US22023,"5,617",,,,3327199807,1688890197,558488,22023,Cameron
0500000US22025,"8,906",,,,1833776037,81356082,558495,22025,Catahoula
0500000US22027,"14,170",,,,1954908518,32473223,558505,22027,Claiborne
0500000US22029,"18,687",,,,1805360346,130322878,558515,22029,Concordia
0500000US22031,"26,812",,,,2269991655,46990189,558521,22031,De Soto
0500000US22033,"456,781",,,,1179744891,38443657,558530,22033,East Baton Rouge
0500000US22035,"7,459",,,,1090092484,56411688,558534,22035,East Carroll
0500000US22037,"19,539",,,,1174022934,6150603,558542,22037,East Feliciana
0500000US22039,"32,350",,,,1715687375,44662183,558551,22039,Evangeline
0500000US22041,"19,774",,,,1616925546,28050179,558557,22041,Franklin
0500000US22043,"22,169",,,,1665848458,56005520,558567,22043,Grant
0500000US22045,"69,929",,,,1485913496,1182061975,558576,22045,Iberia
0500000US22047,"30,241",,,,1602476038,88659446,558582,22047,Iberville
0500000US22049,"15,031",,,,1474681465,28647417,558592,22049,Jackson
0500000US22051,"440,781",,,,779455288,883412483,558027,22051,Jefferson Davis
0500000US22053,"32,250",,,,1687430142,18666917,558039,22053,Jefferson
0500000US22055,"241,753",,,,696257610,1149127,558059,22055,Lafayette
0500000US22057,"97,557",,,,2765571303,1037643577,558065,22057,Lafourche
0500000US22059,"14,791",,,,1618363236,97655624,558049,22059,LaSalle
0500000US22061,"48,396",,,,1221532395,1897706,558077,22061,Lincoln
0500000US22063,"142,282",,,,1678641293,112186821,558083,22063,Livingston
0500000US22065,"10,017",,,,1616604801,68460376,558088,22065,Madison
0500000US22067,"25,629",,,,2058910717,28888046,558097,22067,Morehouse
0500000US22069,"37,515",,,,3246092085,119733774,558108,22069,Natchitoches
0500000US22071,"383,997",,,,439001414,467095943,558113,22071,Orleans
0500000US22073,"160,368",,,,1580797959,55327711,558114,22073,Ouachita
0500000US22075,"23,515",,,,2020676390,4628435537,558125,22075,Plaquemines
0500000US22077,"20,758",,,,1442300231,86716680,559449,22077,Pointe Coupee
0500000US22079,"130,023",,,,3420935889,105385799,559460,22079,Rapides
0500000US22081,"7,620",,,,1007453088,34259705,559472,22081,Red River
0500000US22083,"20,043",,,,1439031396,22771218,559481,22083,Richland
0500000US22085,"22,155",,,,2244547678,375313525,559489,22085,Sabine
0500000US22087,"43,764",,,,977763283,4604190754,1629542,22087,St. Bernard
0500000US22089,"52,549",,,,719347893,308635080,1629449,22089,St. Charles
0500000US22091,"10,920",,,,1058078903,2796358,1629457,22091,St. Helena
