city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Arsenyev,44.1667,133.2667,Russia,RU,Primorskiy Kray,,52471,52471
Belorechensk,44.7667,39.8667,Russia,RU,Krasnodarskiy Kray,minor,52082,52082
Timashevsk,45.6167,38.9333,Russia,RU,Krasnodarskiy Kray,minor,51925,51925
Solnechnogorsk,56.1844,36.9950,Russia,RU,Moskovskaya Oblast’,,51612,51612
Uzlovaya,53.9791,38.1601,Russia,RU,Tul’skaya Oblast’,,51358,51358
Severomorsk,69.0692,33.4167,Russia,RU,Murmanskaya Oblast’,,51209,51209
Snezhinsk,56.0833,60.7333,Russia,RU,Chelyabinskaya Oblast’,,51048,51048
Kirishi,59.4500,32.0167,Russia,RU,Leningradskaya Oblast’,,50885,50885
Cheremkhovo,53.1500,103.0667,Russia,RU,Irkutskaya Oblast’,,50819,50819
Nazarovo,56.0064,90.3914,Russia,RU,Krasnoyarskiy Kray,,50397,50397
Moskovskiy,55.5991,37.3550,Russia,RU,Moskovskaya Oblast’,,50167,50167
Borovichi,58.4000,33.9167,Russia,RU,Novgorodskaya Oblast’,,50144,50144
Roslavl,53.9492,32.8569,Russia,RU,Smolenskaya Oblast’,,50112,50112
Novovyatsk,58.5083,49.6994,Russia,RU,Kirovskaya Oblast’,,49475,49475
Mozhga,56.4500,52.2167,Russia,RU,Udmurtiya,,49328,49328
Kizlyar,43.8500,46.7167,Russia,RU,Dagestan,minor,49247,49247
Buguruslan,53.6167,52.4167,Russia,RU,Orenburgskaya Oblast’,,49245,49245
Lesnoy,58.6333,59.7833,Russia,RU,Sverdlovskaya Oblast’,,49056,49056
Salekhard,66.5333,66.6333,Russia,RU,Yamalo-Nenetskiy Avtonomnyy Okrug,admin,48507,48507
Kurganinsk,44.8833,40.6000,Russia,RU,Krasnodarskiy Kray,minor,48439,48439
Shelekhov,52.2000,104.1000,Russia,RU,Irkutskaya Oblast’,,48098,48098
Kashira,54.8333,38.1500,Russia,RU,Moskovskaya Oblast’,,48016,48016
Donetsk,48.3369,39.9449,Russia,RU,Rostovskaya Oblast’,,47770,47770
Kingisepp,59.3667,28.6000,Russia,RU,Leningradskaya Oblast’,minor,47313,47313
Livny,52.4253,37.6083,Russia,RU,Orlovskaya Oblast’,,47221,47221
Otradnyy,53.3667,51.3500,Russia,RU,Samarskaya Oblast’,,47180,47180
Vyshniy Volochëk,57.5913,34.5645,Russia,RU,Tverskaya Oblast’,,46908,46908
Kotelniki,55.6500,37.8667,Russia,RU,Moskovskaya Oblast’,,46763,46763
Zarinsk,53.7000,84.9167,Russia,RU,Altayskiy Kray,,46597,46597
Gryazi,52.5000,39.9333,Russia,RU,Lipetskaya Oblast’,,46492,46492
Berëzovskiy,55.6667,86.2500,Russia,RU,Kemerovskaya Oblast’,,46215,46215
Megion,61.0331,76.1097,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,,46188,46188
Aksay,47.2667,39.8667,Russia,RU,Rostovskaya Oblast’,minor,46018,46018
Torzhok,57.0333,34.9667,Russia,RU,Tverskaya Oblast’,,45641,45641
Kanash,55.5167,47.5000,Russia,RU,Chuvashiya,,45482,45482
Ruzayevka,54.0667,44.9500,Russia,RU,Mordoviya,,45248,45248
Parma,65.9230,57.4030,Russia,RU,Komi,,45000,40827
Nadym,65.5333,72.5167,Russia,RU,Yamalo-Nenetskiy Avtonomnyy Okrug,,44940,44940
Volkhov,59.9167,32.3500,Russia,RU,Leningradskaya Oblast’,,44868,44868
Chusovoy,58.2833,57.8167,Russia,RU,Permskiy Kray,,44779,44779
Kimry,56.8667,37.3500,Russia,RU,Tverskaya Oblast’,,44743,44743
Kamen’-na-Obi,53.7919,81.3486,Russia,RU,Altayskiy Kray,,44564,37202
Kuybyshev,55.4503,78.3075,Russia,RU,Novosibirskaya Oblast’,,44170,44170
Yartsevo,55.0667,32.6833,Russia,RU,Smolenskaya Oblast’,,44097,44097
Rasskazovo,52.6667,41.8833,Russia,RU,Tambovskaya Oblast’,,43758,43758
Birsk,55.4167,55.5333,Russia,RU,Bashkortostan,,43572,43572
Kolchugino,56.2992,39.3831,Russia,RU,Vladimirskaya Oblast’,,43089,43089
Shebekino,50.4167,36.9000,Russia,RU,Belgorodskaya Oblast’,,42465,42465
Osinniki,53.6167,87.3333,Russia,RU,Kemerovskaya Oblast’,,42454,42454
Safonovo,55.1000,33.2500,Russia,RU,Smolenskaya Oblast’,,42147,42147
Monchegorsk,67.9394,32.9156,Russia,RU,Murmanskaya Oblast’,,42099,42099
Korenovsk,45.4667,39.4500,Russia,RU,Krasnodarskiy Kray,minor,42019,42019
Satka,55.0500,59.0500,Russia,RU,Chelyabinskaya Oblast’,,41798,41798
Krasnoznamensk,55.6000,37.0333,Russia,RU,Moskovskaya Oblast’,,41769,41769
Mozdok,43.7500,44.6500,Russia,RU,North Ossetia,,41728,41728
Ust’-Kut,56.8000,105.8333,Russia,RU,Irkutskaya Oblast’,,41689,41689
Tulun,54.5667,100.5667,Russia,RU,Irkutskaya Oblast’,,41640,41640
Gay,51.4747,58.4543,Russia,RU,Orenburgskaya Oblast’,,41619,37801
Strezhevoy,60.7333,77.5833,Russia,RU,Tomskaya Oblast’,,41541,41541
Verkhnyaya Salda,58.0500,60.5500,Russia,RU,Sverdlovskaya Oblast’,,41484,41484
Karabulak,43.3000,44.9000,Russia,RU,Ingushetiya,,41469,41469
Myski,53.7000,87.8167,Russia,RU,Kemerovskaya Oblast’,,41379,41379
Temryuk,45.2667,37.3833,Russia,RU,Krasnodarskiy Kray,minor,41133,41133
Spassk-Dal’niy,44.6000,132.8167,Russia,RU,Primorskiy Kray,,41127,41127
Pyt’-Yakh,60.7500,72.7833,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,,41005,41005
Pechora,65.1442,57.2197,Russia,RU,Komi,,40653,40653
Uray,60.1333,64.7833,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,,40559,40559
Sovetsk,55.0833,21.8833,Russia,RU,Kaliningradskaya Oblast’,minor,40486,40486
Chebarkul,54.9778,60.3700,Russia,RU,Chelyabinskaya Oblast’,,40378,40378
Zainsk,55.3000,52.0167,Russia,RU,Tatarstan,,40366,40366
Belaya Kalitva,48.1667,40.7833,Russia,RU,Rostovskaya Oblast’,minor,40275,40275
Tutayev,57.8833,39.5333,Russia,RU,Yaroslavskaya Oblast’,,40154,40154
Amursk,50.2167,136.9000,Russia,RU,Khabarovskiy Kray,,40106,40106
Yalutorovsk,56.6500,66.3000,Russia,RU,Tyumenskaya Oblast’,,39967,39967
Apsheronsk,44.4608,39.7406,Russia,RU,Krasnodarskiy Kray,minor,39762,39762
Novozybkov,52.5333,31.9333,Russia,RU,Bryanskaya Oblast’,,39725,39725
Morshansk,53.4500,41.8000,Russia,RU,Tambovskaya Oblast’,,39362,39362
Yelizovo,53.1833,158.3833,Russia,RU,Kamchatskiy Kray,,39216,39216
Pereslavl’-Zalesskiy,56.7381,38.8562,Russia,RU,Yaroslavskaya Oblast’,,39105,39105
Rtishchevo,52.2500,43.7833,Russia,RU,Saratovskaya Oblast’,,39005,39005
Kachkanar,58.7000,59.4833,Russia,RU,Sverdlovskaya Oblast’,,38996,38996
Sayansk,54.1167,102.1667,Russia,RU,Irkutskaya Oblast’,,38968,38968
Mariinsk,56.2167,87.7500,Russia,RU,Kemerovskaya Oblast’,,38637,38637
Abinsk,44.8667,38.1667,Russia,RU,Krasnodarskiy Kray,minor,38547,38547
Konakovo,56.7129,36.7783,Russia,RU,Tverskaya Oblast’,,38486,38486
Baksan,43.6833,43.5333,Russia,RU,Kabardino-Balkariya,,38474,38474
Novodvinsk,64.4167,40.8167,Russia,RU,Arkhangel’skaya Oblast’,,38434,38434
Krasnoufimsk,56.6167,57.7667,Russia,RU,Sverdlovskaya Oblast’,,38395,38395
Usinsk,65.9998,57.5414,Russia,RU,Komi,,38376,38376
Mtsensk,53.2833,36.5667,Russia,RU,Orlovskaya Oblast’,,38350,38350
Kurchatov,51.6667,35.6500,Russia,RU,Kurskaya Oblast’,,38344,38344
Alekseyevka,50.6333,38.6833,Russia,RU,Belgorodskaya Oblast’,,38329,38329
Krasnyy Sulin,47.8833,40.0667,Russia,RU,Rostovskaya Oblast’,minor,38284,38284
Lyudinovo,53.8667,34.4667,Russia,RU,Kaluzhskaya Oblast’,,38267,38267
Zavolzhye,56.6425,43.3928,Russia,RU,Nizhegorodskaya Oblast’,,38230,38230
Izobil’nyy,45.3667,41.7167,Russia,RU,Stavropol’skiy Kray,,38100,38100
Bol’shoy Kamen’,43.1167,132.3500,Russia,RU,Primorskiy Kray,,38042,38042
Akhtubinsk,48.2833,46.1667,Russia,RU,Astrakhanskaya Oblast’,,37883,37883
Yuzhnouralsk,54.4500,61.2500,Russia,RU,Chelyabinskaya Oblast’,,37728,37728
Uchaly,54.3167,59.3833,Russia,RU,Bashkortostan,,37710,37710
Uryupinsk,50.8000,42.0167,Russia,RU,Volgogradskaya Oblast’,,37620,37620
Alapayevsk,57.8500,61.7000,Russia,RU,Sverdlovskaya Oblast’,,37526,37526
Dalnegorsk,44.5539,135.5661,Russia,RU,Primorskiy Kray,,37519,37519
Tosno,59.5400,30.8775,Russia,RU,Leningradskaya Oblast’,,37509,37509
Goryachiy Klyuch,44.6308,39.1300,Russia,RU,Krasnodarskiy Kray,,37475,37475
Malgobek,43.5167,44.5833,Russia,RU,Ingushetiya,,37442,37442
Yugorsk,61.3167,63.3500,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,,37422,37422
Argun,43.3000,45.8667,Russia,RU,Chechnya,,37373,37373
Kizilyurt,43.2000,46.8667,Russia,RU,Dagestan,minor,37171,37171
Rezh,57.3667,61.4000,Russia,RU,Sverdlovskaya Oblast’,,37152,37152
Sharypovo,55.5250,89.2000,Russia,RU,Krasnoyarskiy Kray,,37136,37136
Partizansk,43.1333,133.1333,Russia,RU,Primorskiy Kray,,37059,37059
Lesozavodsk,45.4667,133.4000,Russia,RU,Primorskiy Kray,,37034,37034
Beslan,43.1833,44.5333,Russia,RU,North Ossetia,,37029,37029
Kyshtym,55.7139,60.5528,Russia,RU,Chelyabinskaya Oblast’,,36997,36997
Frolovo,49.7714,43.6622,Russia,RU,Volgogradskaya Oblast’,,36951,36951
Sokol,59.4667,40.1167,Russia,RU,Vologodskaya Oblast’,,36924,36924
Irbit,57.6667,63.0667,Russia,RU,Sverdlovskaya Oblast’,,36668,36668
Koryazhma,61.3000,47.1667,Russia,RU,Arkhangel’skaya Oblast’,,36607,36607
Boyarka,70.7670,97.5000,Russia,RU,Krasnoyarskiy Kray,,35968,35968
Kamenka,53.1833,44.0500,Russia,RU,Penzenskaya Oblast’,,35929,35929
Chernyakhovsk,54.6333,21.8167,Russia,RU,Kaliningradskaya Oblast’,minor,35888,35888
Vyazniki,56.2433,42.1292,Russia,RU,Vladimirskaya Oblast’,,35865,35865
Protvino,54.8667,37.2167,Russia,RU,Moskovskaya Oblast’,,35807,35807
Svetlograd,45.3308,42.8511,Russia,RU,Stavropol’skiy Kray,,35745,35745
Kinel,53.2333,50.6167,Russia,RU,Samarskaya Oblast’,,35675,35675
Millerovo,48.9167,40.4000,Russia,RU,Rostovskaya Oblast’,minor,35384,35384
Luga,58.7333,29.8500,Russia,RU,Leningradskaya Oblast’,,35262,35262
Mirnyy,62.5333,113.9500,Russia,RU,Sakha (Yakutiya),,35223,35223
Yefremov,53.1492,38.0826,Russia,RU,Tul’skaya Oblast’,,35168,35168
Blagoveshchensk,55.0333,55.9833,Russia,RU,Bashkortostan,,35008,35008
Aznakayevo,54.8500,53.0667,Russia,RU,Tatarstan,,34896,34896
Zelenokumsk,44.4000,43.8670,Russia,RU,Stavropol’skiy Kray,,34690,34690
Korkino,54.8833,61.4000,Russia,RU,Chelyabinskaya Oblast’,,34672,34672
Vichuga,57.2000,41.9167,Russia,RU,Ivanovskaya Oblast’,,34394,34394
Bogorodsk,56.0997,43.5072,Russia,RU,Nizhegorodskaya Oblast’,,34240,34240
Gulkevichi,45.3603,40.6945,Russia,RU,Krasnodarskiy Kray,minor,34215,34215
Valuyki,50.1833,38.1167,Russia,RU,Belgorodskaya Oblast’,,34193,34193
Nizhneudinsk,54.9000,99.0167,Russia,RU,Irkutskaya Oblast’,,33918,33918
Furmanov,57.2500,41.1000,Russia,RU,Ivanovskaya Oblast’,,33905,33905
Sukhoy Log,56.9167,62.0500,Russia,RU,Sverdlovskaya Oblast’,,33689,33689
Korsakov,46.6333,142.7667,Russia,RU,Sakhalinskaya Oblast’,,33645,33645
Tayshet,55.9333,98.0167,Russia,RU,Irkutskaya Oblast’,,33364,33364
Tavda,58.0500,65.2667,Russia,RU,Sverdlovskaya Oblast’,,33356,33356
Baltiysk,54.6500,19.9167,Russia,RU,Kaliningradskaya Oblast’,minor,33317,33317
Shatura,55.5667,39.5333,Russia,RU,Moskovskaya Oblast’,,33222,33222
Tynda,55.1500,124.7167,Russia,RU,Amurskaya Oblast’,,33061,33061
Chernushka,56.5000,56.0833,Russia,RU,Permskiy Kray,,32952,32952
Slobodskoy,58.7242,50.1612,Russia,RU,Kirovskaya Oblast’,,32793,32793
Trëkhgornyy,54.8000,58.4500,Russia,RU,Chelyabinskaya Oblast’,,32715,32715
Nurlat,54.4333,50.8000,Russia,RU,Tatarstan,,32703,32703
Dobryanka,58.4500,56.4167,Russia,RU,Permskiy Kray,,32676,32676
Ostrogozhsk,50.8667,39.0667,Russia,RU,Voronezhskaya Oblast’,,32601,32601
Vyatskiye Polyany,56.2184,51.0686,Russia,RU,Kirovskaya Oblast’,,32562,32562
Kulebaki,55.4167,42.5167,Russia,RU,Nizhegorodskaya Oblast’,,32518,32518
Teykovo,56.8500,40.5500,Russia,RU,Ivanovskaya Oblast’,,32511,32511
Slantsy,59.1167,28.0833,Russia,RU,Leningradskaya Oblast’,,32508,32508
Primorsko-Akhtarsk,46.0500,38.1833,Russia,RU,Krasnodarskiy Kray,minor,32180,32180
Mirnyy,62.7603,40.3353,Russia,RU,Arkhangel’skaya Oblast’,,32175,32175
Uglich,57.5333,38.3333,Russia,RU,Yaroslavskaya Oblast’,,32146,32146
Serdobsk,52.4667,44.2167,Russia,RU,Penzenskaya Oblast’,,32087,32087
Velikiy Ustyug,60.7589,46.3039,Russia,RU,Vologodskaya Oblast’,,31806,31806
Novovoronezh,51.3167,39.2167,Russia,RU,Voronezhskaya Oblast’,,31503,31503
Marks,51.7000,46.7500,Russia,RU,Saratovskaya Oblast’,,31488,31488
Kudymkar,59.0167,54.6667,Russia,RU,Permskiy Kray,minor,31370,31370
Kandalaksha,67.1569,32.4117,Russia,RU,Murmanskaya Oblast’,,31329,31329
Bogoroditsk,53.7667,38.1333,Russia,RU,Tul’skaya Oblast’,,31139,31139
Zima,53.9167,102.0500,Russia,RU,Irkutskaya Oblast’,,30988,30988
Dyurtyuli,55.4833,54.8667,Russia,RU,Bashkortostan,,30969,30969
Rostov,57.1833,39.4167,Russia,RU,Yaroslavskaya Oblast’,,30943,30943
Nartkala,43.5500,43.8500,Russia,RU,Kabardino-Balkariya,,30832,30832
Artëmovskiy,57.3667,61.8667,Russia,RU,Sverdlovskaya Oblast’,,30778,30778
Blagodarnyy,45.1029,43.4252,Russia,RU,Stavropol’skiy Kray,,30530,30530
Kirov,54.0833,34.3000,Russia,RU,Kaluzhskaya Oblast’,,30520,30520
Kokhma,56.9333,41.0833,Russia,RU,Ivanovskaya Oblast’,,30500,30500
Ust’-Dzheguta,44.0928,41.9822,Russia,RU,Karachayevo-Cherkesiya,,30369,30369
Kondopoga,62.2000,34.2667,Russia,RU,Kareliya,,30299,30299
Kasimov,54.9583,41.3972,Russia,RU,Ryazanskaya Oblast’,,30243,30243
Mozhaysk,55.5000,36.0333,Russia,RU,Moskovskaya Oblast’,,30190,30190
Gorodets,56.6503,43.4703,Russia,RU,Nizhegorodskaya Oblast’,,30188,30188
Kotovsk,52.5833,41.5000,Russia,RU,Tambovskaya Oblast’,,29999,29999
Slavgorod,53.0000,78.6500,Russia,RU,Altayskiy Kray,,29916,29916
Dedovsk,55.8667,37.1333,Russia,RU,Moskovskaya Oblast’,,29738,29738
Dagestanskiye Ogni,42.1167,48.2000,Russia,RU,Dagestan,,29716,29716
Asha,55.0000,57.2500,Russia,RU,Chelyabinskaya Oblast’,,29692,29692
Shumerlya,55.5000,46.4167,Russia,RU,Chuvashiya,,29553,29553
Kostomuksha,64.5833,30.6000,Russia,RU,Kareliya,,29381,29381
Likino-Dulevo,55.7000,38.9500,Russia,RU,Moskovskaya Oblast’,,29376,29376
Bogdanovich,56.7833,62.0500,Russia,RU,Sverdlovskaya Oblast’,,29309,29309
Novaya Usman’,51.6439,39.4103,Russia,RU,Voronezhskaya Oblast’,,29270,29270
Divnogorsk,55.9500,92.3833,Russia,RU,Krasnoyarskiy Kray,,29246,29246
Ob,54.9917,82.7125,Russia,RU,Novosibirskaya Oblast’,,29194,29194
Gubkinskiy,64.4333,76.5000,Russia,RU,Yamalo-Nenetskiy Avtonomnyy Okrug,,29161,29161
Gagarin,55.5500,35.0000,Russia,RU,Smolenskaya Oblast’,,29041,29041
Staraya Russa,57.9833,31.3500,Russia,RU,Novgorodskaya Oblast’,,29019,29019
Barabinsk,55.3500,78.3500,Russia,RU,Novosibirskaya Oblast’,,28941,28941
Petrovsk,52.3167,45.3833,Russia,RU,Saratovskaya Oblast’,,28893,28893
Borzya,50.3833,116.5333,Russia,RU,Zabaykal’skiy Kray,,28888,28888
Yemanzhelinsk,54.7500,61.3167,Russia,RU,Chelyabinskaya Oblast’,,28742,28742
Kartaly,53.0500,60.6500,Russia,RU,Chelyabinskaya Oblast’,,28607,28607
Aleysk,52.5000,82.7833,Russia,RU,Altayskiy Kray,,28528,28528
Gusev,54.5922,22.1997,Russia,RU,Kaliningradskaya Oblast’,minor,28484,28484
Pokhvistnevo,53.6500,52.1333,Russia,RU,Samarskaya Oblast’,,28177,28177
Udomlya,57.8833,35.0167,Russia,RU,Tverskaya Oblast’,,28119,28119
Tara,56.8753,74.4136,Russia,RU,Omskaya Oblast’,,28099,28099
Kushva,58.2833,59.7333,Russia,RU,Sverdlovskaya Oblast’,,28060,28060
Kholmsk,47.0403,142.0431,Russia,RU,Sakhalinskaya Oblast’,,27954,27954
Topki,55.2833,85.6167,Russia,RU,Kemerovskaya Oblast’,,27860,27860
Maloyaroslavets,55.0000,36.4667,Russia,RU,Kaluzhskaya Oblast’,,27791,27791
Desnogorsk,54.1531,33.2903,Russia,RU,Smolenskaya Oblast’,,27771,27771
Zarechnyy,56.8167,61.3167,Russia,RU,Sverdlovskaya Oblast’,,27617,27617
Sorochinsk,52.4333,53.1500,Russia,RU,Orenburgskaya Oblast’,,27547,27547
Verkhniy Ufaley,56.0500,60.2333,Russia,RU,Chelyabinskaya Oblast’,,27498,27498
Kurchaloy,43.2019,46.0881,Russia,RU,Chechnya,,27478,27478
Sol’-Iletsk,51.1667,54.9833,Russia,RU,Orenburgskaya Oblast’,,27085,27085
Mayskiy,43.6333,44.0667,Russia,RU,Kabardino-Balkariya,minor,27074,27074
Karpinsk,59.7667,60.0000,Russia,RU,Sverdlovskaya Oblast’,,26957,26957
Karasuk,53.7333,78.0333,Russia,RU,Novosibirskaya Oblast’,,26902,26902
Dyatkovo,53.6000,34.3333,Russia,RU,Bryanskaya Oblast’,,26775,26775
Novoaleksandrovsk,45.4933,41.2183,Russia,RU,Stavropol’skiy Kray,,26761,26761
Semiluki,51.6833,39.0333,Russia,RU,Voronezhskaya Oblast’,,26732,26732
Kirzhach,56.1500,38.8667,Russia,RU,Vladimirskaya Oblast’,,26676,26676
Sosnogorsk,63.5833,53.9333,Russia,RU,Komi,,26670,26670
Segezha,63.7415,34.3222,Russia,RU,Kareliya,,26666,26666
Kirovsk,67.6142,33.6717,Russia,RU,Murmanskaya Oblast’,,26581,26581
Bolkhov,53.4500,36.0000,Russia,RU,Orlovskaya Oblast’,,26570,26570
Severouralsk,60.1500,59.9333,Russia,RU,Sverdlovskaya Oblast’,,26543,26543
Krasnoarmeysk,56.1000,38.1333,Russia,RU,Moskovskaya Oblast’,,26519,26519
Kamyshlov,56.8500,62.7167,Russia,RU,Sverdlovskaya Oblast’,,26444,26444
Oktyabrsk,53.1667,48.6667,Russia,RU,Samarskaya Oblast’,,26438,26438
Kirovsk,59.8667,30.9833,Russia,RU,Leningradskaya Oblast’,,26387,26387
Dalnerechensk,45.9333,133.7333,Russia,RU,Primorskiy Kray,,26378,26378
Labytnangi,66.6500,66.4000,Russia,RU,Yamalo-Nenetskiy Avtonomnyy Okrug,,26281,26281
Polysayevo,54.6000,86.2833,Russia,RU,Kemerovskaya Oblast’,,26212,26212
Novopavlovsk,43.9636,43.6394,Russia,RU,Stavropol’skiy Kray,,26106,26106
Zavodoukovsk,56.5000,66.5500,Russia,RU,Tyumenskaya Oblast’,,26048,26048
Kimovsk,53.9667,38.5333,Russia,RU,Tul’skaya Oblast’,,25951,25951
Kireyevsk,53.9333,37.9333,Russia,RU,Tul’skaya Oblast’,,25741,25741
Otradnoye,59.7833,30.8167,Russia,RU,Leningradskaya Oblast’,,25623,25623
Balabanovo,55.1833,36.6500,Russia,RU,Kaluzhskaya Oblast’,,25608,25608
Yanaul,56.2667,54.9333,Russia,RU,Bashkortostan,,25511,25511
Inta,66.0398,60.1315,Russia,RU,Komi,,25444,25444
Losino-Petrovskiy,55.8667,38.2000,Russia,RU,Moskovskaya Oblast’,,25424,25424
Ozëry,54.8500,38.5500,Russia,RU,Moskovskaya Oblast’,,25359,25359
Kochubeyevskoye,44.6706,41.8380,Russia,RU,Stavropol’skiy Kray,,25279,25279
Mednogorsk,51.4221,57.5953,Russia,RU,Orenburgskaya Oblast’,,25272,25272
Morozovsk,48.3500,41.8333,Russia,RU,Rostovskaya Oblast’,minor,25198,25198
Sasovo,54.3500,41.9167,Russia,RU,Ryazanskaya Oblast’,,25177,25177
Sovetskaya Gavan’,48.9667,140.2833,Russia,RU,Khabarovskiy Kray,,25147,25147
Atkarsk,51.8667,45.0000,Russia,RU,Saratovskaya Oblast’,,25140,25140
Pavlovsk,50.4500,40.0667,Russia,RU,Voronezhskaya Oblast’,minor,24858,24858
Nar’yan-Mar,67.6378,53.0067,Russia,RU,Nenetskiy Avtonomnyy Okrug,admin,24775,24775
Zheleznovodsk,44.1333,43.0333,Russia,RU,Stavropol’skiy Kray,,24768,24768
Zernograd,46.8500,40.3000,Russia,RU,Rostovskaya Oblast’,minor,24561,24561
Neftekumsk,44.7506,44.9797,Russia,RU,Stavropol’skiy Kray,,24472,24472
Semënov,56.8000,44.5000,Russia,RU,Nizhegorodskaya Oblast’,,24400,24400
Stroitel,50.7833,36.4833,Russia,RU,Belgorodskaya Oblast’,,24392,24392
Asino,57.0000,86.1500,Russia,RU,Tomskaya Oblast’,,24354,24354
Rodniki,57.1000,41.7333,Russia,RU,Ivanovskaya Oblast’,,24335,24335
Buturlinovka,50.8250,40.5889,Russia,RU,Voronezhskaya Oblast’,,24319,24319
Uvarovo,51.9833,42.2667,Russia,RU,Tambovskaya Oblast’,,23987,23987
Sharya,58.3667,45.5000,Russia,RU,Kostromskaya Oblast’,,23976,23976
Kalach-na-Donu,48.6833,43.5333,Russia,RU,Volgogradskaya Oblast’,,23947,23947
Buy,58.4833,41.5167,Russia,RU,Kostromskaya Oblast’,,23809,23809
Kuvandyk,51.4833,57.3500,Russia,RU,Orenburgskaya Oblast’,,23763,23763
Tatarsk,55.2167,75.9667,Russia,RU,Novosibirskaya Oblast’,,23729,23729
Kotelnich,58.3089,48.3481,Russia,RU,Kirovskaya Oblast’,,23682,23682
Zheleznogorsk-Ilimskiy,56.5833,104.1167,Russia,RU,Irkutskaya Oblast’,,23643,23643
Bogotol,56.2000,89.5167,Russia,RU,Krasnoyarskiy Kray,,23622,21497
Ipatovo,45.7167,42.9000,Russia,RU,Stavropol’skiy Kray,,23579,23579
Tayga,56.0667,85.6167,Russia,RU,Kemerovskaya Oblast’,,23565,23565
Unecha,52.8500,32.6833,Russia,RU,Bryanskaya Oblast’,,23550,23550
Davlekanovo,54.2167,55.0333,Russia,RU,Bashkortostan,,23499,23499
Lensk,60.7167,114.9000,Russia,RU,Sakha (Yakutiya),,23479,23479
Severobaykalsk,55.6333,109.3167,Russia,RU,Buryatiya,,23365,23365
Sredneuralsk,56.9833,60.4667,Russia,RU,Sverdlovskaya Oblast’,,23353,23353
Achkhoy-Martan,43.1939,45.2833,Russia,RU,Chechnya,minor,23282,23282
Zeya,53.7333,127.2500,Russia,RU,Amurskaya Oblast’,,23270,23270
Kolpashevo,58.3167,82.9167,Russia,RU,Tomskaya Oblast’,,23209,23209
Nevyansk,57.4833,60.2000,Russia,RU,Sverdlovskaya Oblast’,,23200,23200
Tashtagol,52.7667,87.8667,Russia,RU,Kemerovskaya Oblast’,,23107,23107
Gusinoozërsk,51.2833,106.5167,Russia,RU,Buryatiya,,23082,23082
Fokino,42.9667,132.4000,Russia,RU,Primorskiy Kray,,23077,23077
Krasnouralsk,58.3500,60.0500,Russia,RU,Sverdlovskaya Oblast’,,22996,22996
Krasnoarmeysk,51.0167,45.7000,Russia,RU,Saratovskaya Oblast’,,22994,22994
Elektrogorsk,55.8833,38.7833,Russia,RU,Moskovskaya Oblast’,,22950,22950
Isilkul,54.9089,71.2606,Russia,RU,Omskaya Oblast’,,22903,22903
Guryevsk,54.2833,85.9333,Russia,RU,Kemerovskaya Oblast’,,22872,22872
Velsk,61.0667,42.1000,Russia,RU,Arkhangel’skaya Oblast’,,22776,22776
Kalachinsk,55.0500,74.5833,Russia,RU,Omskaya Oblast’,,22737,22737
Lermontov,44.1053,42.9717,Russia,RU,Stavropol’skiy Kray,,22601,22601
Bronnitsy,55.4220,38.2631,Russia,RU,Moskovskaya Oblast’,,22567,22567
Zvenigorod,55.7333,36.8500,Russia,RU,Moskovskaya Oblast’,,22513,22513
Staraya Kupavna,55.8000,38.1833,Russia,RU,Moskovskaya Oblast’,,22476,22476
Khadyzhensk,44.4239,39.5372,Russia,RU,Krasnodarskiy Kray,,22468,22468
Mendeleyevsk,55.9000,52.3167,Russia,RU,Tatarstan,,22336,22336
Nikolskoye,59.7000,30.7833,Russia,RU,Leningradskaya Oblast’,,22286,22286
Bavly,54.4000,53.2500,Russia,RU,Tatarstan,,22145,22145
Kommunar,59.6217,30.3936,Russia,RU,Leningradskaya Oblast’,,22055,22055
Ust’-Katav,54.9333,58.1667,Russia,RU,Chelyabinskaya Oblast’,,22042,22042
Semikarakorsk,47.5167,40.8000,Russia,RU,Rostovskaya Oblast’,minor,22030,22030
Omutninsk,58.6667,52.1833,Russia,RU,Kirovskaya Oblast’,,22009,22009
Kotovo,50.3167,44.8000,Russia,RU,Volgogradskaya Oblast’,,21990,21990
Vilyuchinsk,52.9333,158.4000,Russia,RU,Kamchatskiy Kray,,21973,21973
Vereshchagino,58.0667,54.6500,Russia,RU,Permskiy Kray,,21969,21969
Svetlyy,54.6833,20.1333,Russia,RU,Kaliningradskaya Oblast’,minor,21928,21928
Ryazhsk,53.7167,40.0667,Russia,RU,Ryazanskaya Oblast’,,21457,21457
Palatka,60.1000,150.9000,Russia,RU,Magadanskaya Oblast’,,21452,4534
Tarko-Sale,64.9147,77.7728,Russia,RU,Yamalo-Nenetskiy Avtonomnyy Okrug,,21448,21448
Khotkovo,56.2500,37.9833,Russia,RU,Moskovskaya Oblast’,,21349,21349
Chernogolovka,56.0147,38.3897,Russia,RU,Moskovskaya Oblast’,,21342,21342
Lyskovo,56.0128,45.0253,Russia,RU,Nizhegorodskaya Oblast’,,21321,21321
Pushchino,54.8333,37.6167,Russia,RU,Moskovskaya Oblast’,,21281,21281
