city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Vienna,48.2083,16.3731,Austria,AT,Wien,primary,1911191,1911191
Graz,47.0749,15.4409,Austria,AT,Steiermark,admin,263234,222326
Linz,48.3000,14.2833,Austria,AT,Oberösterreich,admin,204846,204846
Salzburg,47.7972,13.0477,Austria,AT,Salzburg,admin,155021,155021
Innsbruck,47.2683,11.3933,Austria,AT,Tirol,admin,132493,132493
Klagenfurt,46.6167,14.3000,Austria,AT,Kärnten,admin,101403,101403
Wels,48.1500,14.0167,Austria,AT,Oberösterreich,minor,61233,61233
Dornbirn,47.4167,9.7500,Austria,AT,Vorarlberg,minor,48067,48067
Wiener Neustadt,47.8167,16.2500,Austria,AT,Niederösterreich,minor,44461,44461
Steyr,48.0500,14.4167,Austria,AT,Oberösterreich,minor,38331,38331
Bregenz,47.5050,9.7492,Austria,AT,Vorarlberg,admin,29806,29806
Leonding,48.2792,14.2528,Austria,AT,Oberösterreich,,28698,28698
Klosterneuburg,48.3042,16.3167,Austria,AT,Niederösterreich,minor,27058,27058
Wolfsberg,46.8419,14.8408,Austria,AT,Kärnten,minor,25035,25035
Leoben,47.3817,15.0972,Austria,AT,Steiermark,minor,24645,24645
Krems an der Donau,48.4167,15.6167,Austria,AT,Niederösterreich,minor,24610,24610
Traun,48.2217,14.2397,Austria,AT,Oberösterreich,,24477,24477
Amstetten,48.1167,14.8667,Austria,AT,Niederösterreich,minor,23656,23656
Lustenau,47.4271,9.6711,Austria,AT,Vorarlberg,,22821,22821
Kapfenberg,47.4394,15.2894,Austria,AT,Steiermark,,22798,22798
Hallein,47.6667,13.0833,Austria,AT,Salzburg,minor,21150,21150
Mödling,48.0856,16.2831,Austria,AT,Niederösterreich,minor,20555,20555
Kufstein,47.5833,12.1667,Austria,AT,Tirol,minor,19223,19223
Traiskirchen,48.0189,16.2922,Austria,AT,Niederösterreich,,18858,18858
Schwechat,48.1411,16.4786,Austria,AT,Niederösterreich,,18026,18026
Braunau am Inn,48.2583,13.0333,Austria,AT,Oberösterreich,minor,17095,17095
Stockerau,48.3858,16.2108,Austria,AT,Niederösterreich,,16916,16916
Saalfelden am Steinernen Meer,47.4269,12.8483,Austria,AT,Salzburg,,16700,16700
Hohenems,47.3667,9.6667,Austria,AT,Vorarlberg,,16317,16317
Ansfelden,48.2083,14.2889,Austria,AT,Oberösterreich,,16194,16194
Bruck an der Mur,47.4106,15.2686,Austria,AT,Steiermark,minor,15837,15837
Telfs,47.3069,11.0722,Austria,AT,Tirol,,15747,15747
Spittal an der Drau,46.7917,13.4958,Austria,AT,Kärnten,minor,15413,15413
Perchtoldsdorf,48.1167,16.2667,Austria,AT,Niederösterreich,,15047,15047
Ternitz,47.7167,16.0333,Austria,AT,Niederösterreich,,14632,14632
Bludenz,47.1533,9.8219,Austria,AT,Vorarlberg,minor,14539,14539
Eisenstadt,47.8456,16.5189,Austria,AT,Burgenland,admin,14476,14476
Feldkirchen,46.7236,14.0919,Austria,AT,Kärnten,minor,14198,14198
Bad Ischl,47.7115,13.6239,Austria,AT,Oberösterreich,,14133,14133
Hall in Tirol,47.2833,11.5000,Austria,AT,Tirol,,13897,13897
Wörgl,47.4831,12.0664,Austria,AT,Tirol,,13811,13811
Schwaz,47.3500,11.7000,Austria,AT,Tirol,minor,13728,13728
Marchtrenk,48.1917,14.1106,Austria,AT,Oberösterreich,,13603,13603
Hard,47.4892,9.6900,Austria,AT,Vorarlberg,,13495,13495
Feldbach,46.9550,15.8883,Austria,AT,Steiermark,minor,13369,13369
Gmunden,47.9181,13.7994,Austria,AT,Oberösterreich,minor,13191,13191
Korneuburg,48.3453,16.3331,Austria,AT,Niederösterreich,minor,12986,12986
Neunkirchen,47.7269,16.0817,Austria,AT,Niederösterreich,minor,12879,12879
Knittelfeld,47.2150,14.8294,Austria,AT,Steiermark,,12626,12626
Sankt Veit an der Glan,46.7667,14.3603,Austria,AT,Kärnten,minor,12547,12547
Vöcklabruck,48.0086,13.6558,Austria,AT,Oberösterreich,minor,12179,12179
Leibnitz,46.7831,15.5450,Austria,AT,Steiermark,minor,12176,12176
Enns,48.2167,14.4750,Austria,AT,Oberösterreich,,11937,11937
Ried im Innkreis,48.2100,13.4894,Austria,AT,Oberösterreich,minor,11903,11903
Brunn am Gebirge,48.1069,16.2842,Austria,AT,Niederösterreich,,11864,11864
Rankweil,47.2667,9.6500,Austria,AT,Vorarlberg,,11852,11852
Lienz,46.8297,12.7697,Austria,AT,Tirol,minor,11844,11844
Bad Vöslau,47.9669,16.2144,Austria,AT,Niederösterreich,,11844,11844
Hollabrunn,48.5667,16.0833,Austria,AT,Niederösterreich,minor,11681,11681
Deutschlandsberg,46.8161,15.2150,Austria,AT,Steiermark,minor,11663,11663
Mistelbach,48.5667,16.5667,Austria,AT,Niederösterreich,minor,11559,11559
Götzis,47.3342,9.6453,Austria,AT,Vorarlberg,,11473,11473
Weiz,47.2189,15.6253,Austria,AT,Steiermark,minor,11431,11431
Gänserndorf,48.3406,16.7175,Austria,AT,Niederösterreich,minor,11404,11404
Waidhofen an der Ybbs,47.9596,14.7745,Austria,AT,Niederösterreich,,11333,11333
Sankt Johann im Pongau,47.3500,13.2000,Austria,AT,Salzburg,minor,11235,11235
Groß-Enzersdorf,48.2000,16.5500,Austria,AT,Niederösterreich,,11206,11206
Gerasdorf bei Wien,48.2950,16.4675,Austria,AT,Niederösterreich,,11155,11155
Trofaiach,47.4261,15.0067,Austria,AT,Steiermark,,11125,11125
Völkermarkt,46.6622,14.6344,Austria,AT,Kärnten,minor,10946,10946
Ebreichsdorf,47.9611,16.4047,Austria,AT,Niederösterreich,,10942,10942
Zwettl,48.6033,15.1689,Austria,AT,Niederösterreich,minor,10908,10908
Gleisdorf,47.1039,15.7083,Austria,AT,Steiermark,,10763,10763
Bischofshofen,47.4172,13.2194,Austria,AT,Salzburg,,10540,10540
Imst,47.2394,10.7381,Austria,AT,Tirol,minor,10504,10504
Lauterach,47.4772,9.7314,Austria,AT,Vorarlberg,,10028,10028
Strasshof an der Nordbahn,48.3194,16.6475,Austria,AT,Niederösterreich,,10009,10009
Judenburg,47.1725,14.6603,Austria,AT,Steiermark,minor,9960,9960
Sankt Andrä,46.7667,14.8167,Austria,AT,Kärnten,,9957,9957
Köflach,47.0639,15.0889,Austria,AT,Steiermark,,9888,9888
Laakirchen,47.9828,13.8242,Austria,AT,Oberösterreich,,9861,9861
Altmünster,47.9000,13.7667,Austria,AT,Oberösterreich,,9793,9793
Zell am See,47.3233,12.7981,Austria,AT,Salzburg,minor,9762,9762
Purkersdorf,48.2092,16.1792,Austria,AT,Niederösterreich,,9701,9701
Wiener Neudorf,48.0856,16.3131,Austria,AT,Niederösterreich,,9433,9433
Sankt Johann in Tirol,47.5225,12.4256,Austria,AT,Tirol,,9428,9428
Voitsberg,47.0483,15.1503,Austria,AT,Steiermark,minor,9403,9403
Sierning,48.0447,14.3100,Austria,AT,Oberösterreich,,9371,9371
Sankt Valentin,48.1747,14.5333,Austria,AT,Niederösterreich,,9340,9340
Rum,47.2872,11.4581,Austria,AT,Tirol,,9190,9190
Guntramsdorf,48.0483,16.3150,Austria,AT,Niederösterreich,,9179,9179
Velden am Wörthersee,46.6125,14.0419,Austria,AT,Kärnten,,8952,8952
Attnang-Puchheim,48.0167,13.7167,Austria,AT,Oberösterreich,,8944,8944
Maria Enzersdorf,48.1000,16.2833,Austria,AT,Niederösterreich,,8829,8829
Engerwitzdorf,48.3397,14.4256,Austria,AT,Oberösterreich,,8790,8790
Mürzzuschlag,47.6075,15.6731,Austria,AT,Steiermark,,8654,8654
Stainz,46.8942,15.2639,Austria,AT,Steiermark,,8653,8653
Deutsch-Wagram,48.2994,16.5644,Austria,AT,Niederösterreich,,8651,8651
Fürstenfeld,47.0500,16.0833,Austria,AT,Steiermark,,8549,8549
Wolfurt,47.4731,9.7539,Austria,AT,Vorarlberg,,8429,8429
Perg,48.2503,14.6336,Austria,AT,Oberösterreich,minor,8388,8388
Neulengbach,48.1833,15.9000,Austria,AT,Niederösterreich,,8281,8281
Kitzbühel,47.4464,12.3919,Austria,AT,Tirol,minor,8272,8272
Neusiedl am See,47.9486,16.8431,Austria,AT,Burgenland,minor,8235,8235
Liezen,47.5667,14.2333,Austria,AT,Steiermark,minor,8191,8191
Zirl,47.2733,11.2414,Austria,AT,Tirol,,8162,8162
Langenzersdorf,48.3069,16.3553,Austria,AT,Niederösterreich,,8137,8137
Kindberg,47.5044,15.4489,Austria,AT,Steiermark,,8047,8047
Höchst,47.4592,9.6400,Austria,AT,Vorarlberg,,7995,7995
Freistadt,48.5117,14.5061,Austria,AT,Oberösterreich,minor,7909,7909
Gratkorn,47.1356,15.3392,Austria,AT,Steiermark,,7892,7892
Bruck an der Leitha,48.0255,16.7790,Austria,AT,Niederösterreich,minor,7887,7887
Wattens,47.2914,11.5925,Austria,AT,Tirol,,7881,7881
Sankt Andrä vor dem Hagenthale,48.3278,16.2094,Austria,AT,Niederösterreich,,7870,7870
Herzogenburg,48.2833,15.6833,Austria,AT,Niederösterreich,,7771,7771
Landeck,47.1333,10.5667,Austria,AT,Tirol,minor,7725,7725
Ebensee,47.8122,13.7731,Austria,AT,Oberösterreich,,7717,7717
Fohnsdorf,47.2083,14.6794,Austria,AT,Steiermark,,7693,7693
Langenlois,48.4667,15.6833,Austria,AT,Niederösterreich,,7609,7609
Oberwart,47.2878,16.2031,Austria,AT,Burgenland,minor,7572,7572
Pressbaum,48.1833,16.0825,Austria,AT,Niederösterreich,,7559,7559
Pasching,48.2589,14.2028,Austria,AT,Oberösterreich,,7552,7552
Sieghartskirchen,48.2539,16.0125,Austria,AT,Niederösterreich,,7528,7528
Vorchdorf,48.0042,13.9242,Austria,AT,Oberösterreich,,7475,7475
Bad Goisern,47.6417,13.6167,Austria,AT,Oberösterreich,,7450,7450
Strasswalchen,47.9800,13.2547,Austria,AT,Salzburg,,7420,7420
Kottingbrunn,47.9519,16.2292,Austria,AT,Niederösterreich,,7417,7417
Himberg,48.0667,16.4333,Austria,AT,Niederösterreich,,7375,7375
Seiersberg,47.0100,15.3989,Austria,AT,Steiermark,,7351,7351
Mattersburg,47.7381,16.3969,Austria,AT,Burgenland,minor,7349,7349
Fehring,46.9364,16.0106,Austria,AT,Steiermark,,7284,7284
Kuchl,47.6278,13.1472,Austria,AT,Salzburg,,7274,7274
Grödig,47.7394,13.0361,Austria,AT,Salzburg,,7262,7262
Zeltweg,47.1906,14.7511,Austria,AT,Steiermark,,7212,7212
Wolkersdorf im Weinviertel,48.3667,16.5167,Austria,AT,Niederösterreich,,7201,7201
Hafendorf,47.4556,15.3194,Austria,AT,Steiermark,,7177,7177
Ferlach,46.5269,14.3019,Austria,AT,Kärnten,,7141,7141
Hitzendorf,47.0353,15.3008,Austria,AT,Steiermark,,7134,7134
Jenbach,47.3933,11.7767,Austria,AT,Tirol,,7120,7120
Absam,47.2833,11.5000,Austria,AT,Tirol,,7112,7112
Arnoldstein,46.5506,13.7039,Austria,AT,Kärnten,,7096,7096
Pottendorf,47.9064,16.3908,Austria,AT,Niederösterreich,,7049,7049
Vösendorf,48.1167,16.3333,Austria,AT,Niederösterreich,,6990,6990
Kalsdorf bei Graz,46.9661,15.4817,Austria,AT,Steiermark,,6954,6954
Eugendorf,47.8669,13.1242,Austria,AT,Salzburg,,6937,6937
Bad Hofgastein,47.1711,13.1072,Austria,AT,Salzburg,,6914,6914
Völs,47.2500,11.3333,Austria,AT,Tirol,,6738,6738
Garsten,48.0217,14.4089,Austria,AT,Oberösterreich,,6711,6711
Reutte,47.4833,10.7167,Austria,AT,Tirol,minor,6704,6704
Schladming,47.3942,13.6892,Austria,AT,Steiermark,,6660,6660
Frohnleiten,47.2703,15.3244,Austria,AT,Steiermark,,6655,6655
Hartberg,47.2806,15.9700,Austria,AT,Steiermark,minor,6650,6650
Altach,47.3500,9.6500,Austria,AT,Vorarlberg,,6624,6624
Feldkirchen bei Graz,47.0125,15.4425,Austria,AT,Steiermark,,6622,6622
Eggersdorf bei Graz,47.1228,15.5992,Austria,AT,Steiermark,,6620,6620
Asten,48.2167,14.4167,Austria,AT,Oberösterreich,,6613,6613
Kremsmünster,48.0550,14.1308,Austria,AT,Oberösterreich,,6585,6585
Hainburg an der Donau,48.1478,16.9419,Austria,AT,Niederösterreich,,6570,6570
Wilhelmsburg,48.1108,15.6100,Austria,AT,Niederösterreich,,6557,6557
Mattighofen,48.1067,13.1494,Austria,AT,Oberösterreich,,6524,6524
Horn,48.6653,15.6558,Austria,AT,Niederösterreich,minor,6520,6520
Gallneukirchen,48.3531,14.4158,Austria,AT,Oberösterreich,,6492,6492
Eibiswald,46.6867,15.2472,Austria,AT,Steiermark,,6485,6485
Seeboden,46.8189,13.5183,Austria,AT,Kärnten,,6418,6418
Hörbranz,47.5553,9.7528,Austria,AT,Vorarlberg,,6346,6346
Neumarkt am Wallersee,47.9453,13.2247,Austria,AT,Salzburg,,6297,6297
Laa an der Thaya,48.7167,16.3833,Austria,AT,Niederösterreich,,6280,6280
Neuhofen an der Krems,48.1336,14.2333,Austria,AT,Oberösterreich,,6269,6269
Nenzing,47.1667,9.6833,Austria,AT,Vorarlberg,,6239,6239
Traismauer,48.3333,15.7331,Austria,AT,Niederösterreich,,6224,6224
Markt Sankt Florian,48.2089,14.3794,Austria,AT,Oberösterreich,,6176,6176
Unterpremstätten,46.9647,15.4042,Austria,AT,Steiermark,,6068,6068
Hörsching,48.2267,14.1794,Austria,AT,Oberösterreich,,6062,6062
Pöllau,47.3019,15.8339,Austria,AT,Steiermark,,6054,6054
Axams,47.2303,11.2792,Austria,AT,Tirol,,6048,6048
Gnas,46.8749,15.8263,Austria,AT,Steiermark,,6046,6046
Gunskirchen,48.1344,13.9431,Austria,AT,Oberösterreich,,6037,6037
Alkoven,48.2872,14.1069,Austria,AT,Oberösterreich,,5961,5961
Thalgau,47.8413,13.2537,Austria,AT,Salzburg,,5931,5931
Gloggnitz,47.6758,15.9383,Austria,AT,Niederösterreich,,5916,5916
